Delta-AY.119,Isolate 2,Isolate 1,Isolate 3,Isolate 4
0.4425467,0.3107209,0.3485548,0.2604092,0.3756551
0.4330446,0.2973905,0.3387814,0.2692497,0.4024739
0.4404154,0.3103676,0.3394443,0.2820566,0.3957306
0.4459437,0.2983048,0.3380587,0.2667134,0.3726288
0.4416788,0.3067195,0.34328,0.2719234,0.3769589
0.4501425,0.3002883,0.343732,0.265006,0.3876942
0.4690194,0.2980569,0.3468642,0.2675801,0.3862177
0.4446716,0.2953413,0.3535759,0.2762243,0.3877075
0.4438395,0.3111505,0.3559381,0.278322,0.3975695
0.4329441,0.300268,0.3802822,0.2887405,0.3852584
0.4481473,0.3043397,0.3471502,0.2913579,0.3853714
0.4374377,0.3043699,0.3391504,0.273112,0.3882792
0.4346241,0.307011,0.3473666,0.2791698,0.3858844
0.4459371,0.3163423,0.3421137,0.2819176,0.3883021
0.4392939,0.3125732,0.3463183,0.2713099,0.3937733
0.4339302,0.3086248,0.3569874,0.2684624,0.3918067
0.441369,0.3080303,0.3530744,0.2562627,0.4034441
0.4403582,0.2992519,0.3468004,0.2664674,0.3944761
0.4140582,0.2988222,0.3500017,0.2618388,0.3905415
0.4227298,0.2972261,0.3698635,0.2699035,0.3977002
0.4317267,0.2960542,0.3630458,0.2715313,0.3849977
0.4336694,0.2959272,0.3707743,0.2837762,0.3872417
0.4608722,0.3121234,0.3629731,0.276335,0.4002729
0.4461591,0.2980524,0.3528523,0.2850014,0.3907914
0.4536326,0.3011046,0.3669184,0.2758035,0.4023944
0.44692,0.308996,0.3624648,0.2799167,0.3980727
0.4493406,0.3012697,0.3672604,0.2829998,0.3911577
0.4558333,0.2966104,0.3608707,0.2735821,0.3966484
0.4487143,0.2941371,0.3633145,0.2766753,0.4035954
0.4552606,0.3022427,0.3605901,0.2787823,0.3984247
0.4725297,0.2991468,0.3743638,0.2651997,0.4016527
0.4717468,0.2988762,0.3730418,0.2884348,0.3915339
0.4459001,0.2971726,0.370746,0.2891395,0.3979639
0.4357484,0.3033854,0.3766346,0.2855194,0.3887358
0.4691519,0.292663,0.3639913,0.2856158,0.4061663
0.4649493,0.2989769,0.3666807,0.2787835,0.4111585
0.4865735,0.3040059,0.3525508,0.2770475,0.414078
0.4709175,0.3004132,0.3641593,0.2838541,0.394695
0.4848446,0.2971323,0.3702164,0.2749117,0.3963867
0.4747219,0.3066953,0.3800692,0.2786808,0.4071772
0.4570559,0.3128114,0.3870186,0.2657635,0.3972416
0.4512308,0.2999726,0.3937283,0.2714925,0.4076187
0.4377205,0.3141363,0.3912567,0.2774203,0.4016444
0.4560978,0.2990085,0.3779348,0.2705398,0.4067205
0.4470704,0.3018679,0.3691949,0.2676072,0.4265319
0.4547884,0.2987987,0.3646978,0.2708542,0.4015052
0.4453872,0.3016756,0.3633165,0.2673016,0.4189968
0.4680927,0.3109966,0.3524169,0.2709563,0.4068822
0.4631045,0.3042632,0.3479874,0.2772772,0.4106678
0.4513644,0.3115418,0.3427165,0.2697501,0.4057689
0.4379611,0.2984863,0.3552619,0.2747684,0.4031531
0.4453923,0.2955319,0.3577724,0.2715985,0.3869593
0.4602822,0.3086513,0.3617296,0.273656,0.3831008
0.4653603,0.2959462,0.3600399,0.2779884,0.3785723
0.4638116,0.293643,0.3668241,0.2836166,0.3818653
0.4727813,0.3040199,0.3710634,0.2794442,0.3944754
0.4674636,0.3054001,0.3644993,0.2828493,0.3826403
0.4767894,0.305537,0.3527614,0.2763603,0.3862039
0.4676879,0.3057056,0.3493481,0.2810988,0.3901511
0.4694818,0.3014356,0.3521012,0.2720006,0.4031113
0.4635723,0.3063256,0.3584315,0.2863673,0.4111879
0.4599279,0.3037263,0.3452965,0.284765,0.4156052
0.460435,0.3002856,0.3538213,0.2768356,0.4128247
0.4507204,0.2938065,0.3583479,0.2755326,0.4068667
0.4527028,0.2948003,0.3721732,0.2786141,0.4356292
0.4713308,0.2887597,0.3595194,0.2775971,0.4070459
0.4685601,0.286605,0.3645543,0.2787991,0.3952173
0.4649655,0.2823108,0.3654411,0.2754357,0.4153198
0.4518449,0.2946796,0.3721611,0.2922085,0.399664
0.4347516,0.296318,0.3710039,0.2897738,0.4188393
0.4419023,0.3064812,0.3590343,0.2891659,0.4021608
0.4395544,0.2969632,0.3653635,0.2744067,0.404341
0.4294563,0.3056796,0.3566189,0.2925864,0.3923937
0.4371042,0.2944623,0.3492641,0.2846079,0.3806874
0.4530578,0.3048043,0.3419114,0.2904248,0.3968658
0.4798057,0.3080353,0.3741966,0.2931547,0.4038044
0.464943,0.3009763,0.358584,0.2794333,0.4008027
0.4657854,0.300217,0.3607751,0.2765595,0.3997942
0.4726141,0.2997136,0.3584864,0.2806517,0.4019621
0.4582086,0.2904863,0.3647084,0.2778599,0.4000377
0.4730534,0.3065454,0.3666846,0.2887442,0.408508
0.4690458,0.3015046,0.3670847,0.285543,0.3988132
0.4449962,0.2958678,0.3597164,0.2935082,0.3934682
0.4636561,0.2981942,0.3774716,0.2797262,0.3907359
0.4584827,0.2933211,0.3708251,0.2783607,0.3759727
0.4646938,0.3053678,0.3697085,0.2852074,0.3890451
0.4606856,0.3044826,0.3648256,0.28151,0.383805
0.4482566,0.3030397,0.3689312,0.2850108,0.3788356
0.4725591,0.295261,0.3654768,0.2826499,0.3667161
0.4650041,0.3003495,0.3614801,0.2747682,0.3711559
0.4705934,0.2972071,0.3718639,0.286394,0.3814889
0.4511051,0.2973194,0.3675284,0.2726965,0.3844543
0.4501333,0.2972519,0.3758177,0.2735386,0.3819735
0.4629338,0.2963806,0.3848967,0.2679067,0.3926864
0.4628411,0.3090838,0.3718013,0.2620658,0.3820495
0.4804487,0.2972708,0.381817,0.2672722,0.398142
0.4627319,0.2917069,0.3757185,0.2641354,0.3762164
0.4869398,0.3058115,0.3550013,0.2699992,0.3872211
0.4723981,0.3069696,0.3605932,0.2735878,0.3833083
0.4666433,0.3007994,0.3730346,0.2646036,0.3781084
0.457338,0.311295,0.3599258,0.2715577,0.3768117
0.4531874,0.3127698,0.3764811,0.2639298,0.3796744
0.4583447,0.3090422,0.3575916,0.2677902,0.3851113
0.450594,0.3091524,0.3636378,0.270125,0.405571
0.4488956,0.3220258,0.3881764,0.2744251,0.4087312
0.4600945,0.317516,0.3699744,0.2745108,0.3967458
0.4755595,0.3169473,0.3727724,0.2646896,0.4008645
0.4740433,0.3035348,0.3497297,0.2806758,0.4045995
0.463478,0.3105395,0.3610156,0.2699519,0.3923145
0.4562063,0.3029583,0.3565028,0.2663949,0.4025467
0.458385,0.3099447,0.3732108,0.2779015,0.4073464
0.4644247,0.2939143,0.3797787,0.2805564,0.4076285
0.4514267,0.2953435,0.3701473,0.2792273,0.4095162
0.4362999,0.3031433,0.3709687,0.2843029,0.3903185
0.4485596,0.2993458,0.3706511,0.2751656,0.3908776
0.4391395,0.3096535,0.3794761,0.2789381,0.3999308
0.4365498,0.3107647,0.361201,0.2800677,0.415119
0.4490058,0.3011298,0.3639235,0.2797554,0.4279182
0.4296853,0.3017591,0.3800934,0.2750832,0.401757
0.4482665,0.3040557,0.3607862,0.281733,0.4141264
0.4546807,0.3058712,0.3601339,0.2665758,0.3954173
0.4457259,0.3086668,0.3597674,0.2722774,0.4134656
0.4520909,0.2979895,0.3628315,0.2763914,0.4135232
0.4524434,0.300913,0.3786357,0.2721685,0.40339
0.4263483,0.3057885,0.3725091,0.2680832,0.4163768
0.4417365,0.3035188,0.3645654,0.280639,0.4208831
0.4312364,0.3054988,0.3624514,0.274483,0.3997433
0.4403091,0.3115632,0.3600236,0.2848355,0.400445
0.434647,0.2981075,0.3713715,0.2870039,0.3824331
0.4277041,0.2969622,0.3557692,0.2788035,0.387879
0.4313308,0.2871221,0.3559047,0.2877881,0.4020969
0.4213267,0.3004188,0.3526486,0.2785835,0.3931289
0.4240853,0.2997489,0.3611369,0.287565,0.3930437
0.4283739,0.2954161,0.3584376,0.2831065,0.40086
0.4331555,0.2880246,0.3596426,0.2876899,0.4163324
0.4317222,0.300428,0.3581041,0.2776718,0.405109
0.4205546,0.3006319,0.3491286,0.2855143,0.4134354
0.4126952,0.2967412,0.3555004,0.2754128,0.417314
0.4283216,0.3044674,0.3619664,0.2665706,0.4127935
0.4195722,0.3054135,0.3754934,0.2807253,0.391774
0.4326769,0.2943107,0.3703142,0.2833347,0.397133
0.435149,0.2916633,0.3725679,0.2838103,0.388857
0.4308341,0.3030075,0.3695968,0.2846362,0.3986029
0.4112716,0.3082554,0.3756173,0.2805448,0.3926666
0.4228151,0.3025122,0.3841932,0.2820359,0.3829051
0.4152213,0.3060853,0.3515738,0.2882107,0.3794432
0.4277344,0.2934649,0.3725562,0.2893498,0.3809481
0.4211514,0.3009391,0.3734426,0.2806883,0.3871534
0.4306499,0.2998182,0.3676712,0.2733206,0.3993542
0.4414428,0.2891156,0.362461,0.287058,0.3844567
0.430671,0.3010699,0.364918,0.2917604,0.3691757
0.4157841,0.2987786,0.365668,0.2917292,0.3795046
0.4301932,0.3008299,0.3662256,0.2743911,0.3919599
0.4023752,0.3098865,0.3539781,0.2688268,0.3892133
0.4049565,0.3121378,0.3453341,0.2808093,0.3688911
0.4079132,0.3099621,0.3595757,0.2792217,0.3684945
0.4288389,0.3107367,0.3538244,0.2789296,0.3697099
0.4177355,0.323761,0.3586458,0.2827021,0.3744971
0.4146966,0.326326,0.3640798,0.2773076,0.3799988
0.4159331,0.3151935,0.355699,0.2804865,0.3766942
0.4212421,0.3100327,0.3531193,0.2824061,0.3679805
0.4162489,0.3072838,0.3549483,0.2882222,0.3839793
0.4207228,0.3113005,0.366346,0.27784,0.3785926
0.4019796,0.2971689,0.3680021,0.2812595,0.3763736
0.4032413,0.3061917,0.3584218,0.2718412,0.3735545
0.4209612,0.3016553,0.3401926,0.2781935,0.372966
0.4159933,0.3060876,0.3411728,0.2866349,0.3723261
0.4174869,0.3069644,0.3458729,0.2873054,0.3726121
0.4226379,0.3081744,0.3460028,0.2915704,0.3755327
0.4258852,0.2975935,0.3523936,0.2797593,0.3838283
0.4490536,0.3048275,0.3543889,0.2886533,0.360989
0.4399211,0.2994651,0.3443166,0.2829303,0.3811434
0.4332808,0.3267667,0.357079,0.2876784,0.3855877
0.4264543,0.3105705,0.3618143,0.2808129,0.3678052
0.4294254,0.3175509,0.3631376,0.2778932,0.3721927
0.4216799,0.3071804,0.3661997,0.2880052,0.3671016
0.4098905,0.2998641,0.361293,0.2855351,0.3829729
0.3930854,0.3076785,0.3684731,0.2796851,0.3821985
0.4119677,0.3014048,0.3760062,0.2844774,0.3817765
0.4089937,0.3145935,0.3587132,0.2875138,0.3861108
0.4119958,0.3123268,0.3723055,0.2854467,0.3844984
0.4121389,0.315861,0.3765869,0.2838937,0.3858943
0.387023,0.3059828,0.3522207,0.2780457,0.3896118
0.4123527,0.3107896,0.3651631,0.2779321,0.3765124
0.4060528,0.3124503,0.3724214,0.2649793,0.3820007
0.4141201,0.3160225,0.371022,0.2736755,0.3896876
0.4151399,0.2998052,0.3784916,0.2776397,0.3807087
0.4160583,0.2995071,0.3708391,0.2787955,0.3912351
0.408391,0.3080643,0.3830812,0.2861736,0.3752021
0.4052177,0.3085413,0.37538,0.2888866,0.3770719
0.4144275,0.3072759,0.3674825,0.2878962,0.3951449
0.4063363,0.313962,0.3693713,0.2870809,0.389693
0.4034737,0.3226689,0.355372,0.2855917,0.3927372
0.4117019,0.3097594,0.3695227,0.2853241,0.3816332
0.4103758,0.306762,0.3785139,0.2917635,0.3791299
0.4041465,0.3087566,0.3676479,0.2790408,0.3799027
0.4111723,0.3052403,0.3729442,0.2896333,0.3929872
0.4133601,0.303165,0.3874485,0.2790319,0.3962816
0.4136915,0.3112895,0.3837896,0.2822826,0.401331
0.4175012,0.3126403,0.3713431,0.2793298,0.3908718
0.4117715,0.3091967,0.3720205,0.2663549,0.4107724
0.4009712,0.3140883,0.3625939,0.2764308,0.4117382
0.4020106,0.3175739,0.3561501,0.2759476,0.4026771
0.4102914,0.3053636,0.3599977,0.2764885,0.402494
0.4036311,0.3081332,0.3646192,0.2759596,0.4122204
0.3973142,0.3116862,0.3824278,0.2777623,0.3869099
0.4108901,0.2963683,0.3679211,0.2702185,0.3770342
0.4059776,0.306419,0.3641987,0.270167,0.3961878
0.4037142,0.300252,0.3585385,0.2842265,0.3948707
0.4069101,0.3056504,0.3671968,0.2760594,0.3959915
0.40382,0.3068041,0.3617126,0.2713536,0.3985892
0.4008681,0.3234752,0.3515556,0.2816356,0.4122607
0.4062487,0.3047366,0.3543999,0.2838874,0.4096548
0.4025784,0.300369,0.3539023,0.2799824,0.4044267
0.4047282,0.2993922,0.3779041,0.2830052,0.4151329
0.4016742,0.3158912,0.3525437,0.2781191,0.4090033
0.3967899,0.3139139,0.3593555,0.2808276,0.4059125
0.4082465,0.3112902,0.3700948,0.2821296,0.4041156
0.384646,0.3094231,0.355906,0.2789797,0.3989572
0.3892944,0.3049313,0.344477,0.2733447,0.3842119
0.3938661,0.2995532,0.3566393,0.2700954,0.3932154
0.3860438,0.2977968,0.3417692,0.2666138,0.3910155
0.4009066,0.2866579,0.3481064,0.2741106,0.3875124
0.3931221,0.2983203,0.3397867,0.2825018,0.3925048
0.3855898,0.2780084,0.359019,0.2839963,0.38784
0.3936128,0.2988262,0.3600877,0.28617,0.383062
0.3900955,0.2915946,0.3759114,0.2763901,0.4024234
0.3865131,0.2927579,0.3638404,0.2717934,0.3952671
0.394657,0.3007275,0.3602064,0.2751123,0.3770067
0.398091,0.2927608,0.3706594,0.2669926,0.3668634
0.4009234,0.3030524,0.3778761,0.2800079,0.3986062
0.4012614,0.3092036,0.3869468,0.2781222,0.3845969
0.4097657,0.2966117,0.3844648,0.2851718,0.3989546
0.4039328,0.2980278,0.3694527,0.2843326,0.3710004
0.4089446,0.292384,0.3781858,0.2846237,0.3797976
0.4087848,0.2930301,0.3666416,0.2847953,0.3762559
0.41995,0.2936946,0.3837654,0.27051,0.3813222
0.4154657,0.3016049,0.3854663,0.2779782,0.3840066
0.4209569,0.31048,0.3823415,0.2809103,0.379928
0.4291515,0.3119006,0.3722133,0.2815493,0.3791643
0.4323168,0.3202564,0.3734358,0.2805648,0.3873738
0.4250327,0.2981327,0.3911987,0.2793734,0.3818676
0.4275416,0.2924111,0.3865384,0.281473,0.3914153
0.4222981,0.28544,0.3757139,0.2802218,0.3931079
0.4184221,0.29324,0.3795798,0.2871165,0.3934115
0.4210024,0.303672,0.3719555,0.2883176,0.390141
0.4120412,0.290616,0.3638104,0.2838577,0.3912929
0.4107413,0.3017887,0.3849937,0.2944094,0.3889814
0.4037446,0.2962659,0.3724748,0.2888743,0.399767
0.3895536,0.2907418,0.3701878,0.2760314,0.3924932
0.4033961,0.2803685,0.3633702,0.2951079,0.4015938
0.4208623,0.2892143,0.3685164,0.2853428,0.3910438
0.4177068,0.2976564,0.3753276,0.2820064,0.3950815
0.4174272,0.2872617,0.3820056,0.2917977,0.3912522
0.4090681,0.3061687,0.3761375,0.2780814,0.3917283
0.4215725,0.3037675,0.3693945,0.2892485,0.3895676
0.4230601,0.2983218,0.3645775,0.2855599,0.3956614
0.413299,0.299702,0.3670039,0.2876896,0.4098719
0.4245506,0.3155483,0.3494894,0.2899162,0.4046102
0.4241107,0.3152695,0.3545907,0.2820693,0.3820004
0.4259708,0.3107972,0.3447116,0.2849607,0.3795891
0.4253577,0.3001802,0.3557022,0.28175,0.3778488
0.4268083,0.3029415,0.3693935,0.2857634,0.3979504
0.4266388,0.2975619,0.3640286,0.2965564,0.3861195
0.4305796,0.2990312,0.350979,0.2971368,0.3851545
0.4239361,0.3022975,0.3605772,0.2873398,0.3860708
0.4168514,0.3130539,0.3601569,0.2817236,0.3705792
0.423651,0.2918189,0.3608903,0.2951799,0.3774357
0.4115117,0.2914042,0.3478048,0.2994163,0.3845344
0.4153668,0.3070255,0.3391387,0.2941774,0.4020025
0.4168799,0.2982588,0.3463823,0.2815948,0.3973244
0.4204848,0.2922445,0.3570409,0.2856189,0.379896
0.4139086,0.3028537,0.3517436,0.2883433,0.3883005
0.4045295,0.2940276,0.3623104,0.2859436,0.3682164
0.4025875,0.2959373,0.3615582,0.2802183,0.3743754
0.4020417,0.3052967,0.3546248,0.2749014,0.3756578
0.4134178,0.3011785,0.3577035,0.2704024,0.3799677
0.4011847,0.2865503,0.3674391,0.2620527,0.3774129
0.4133043,0.3072033,0.3672084,0.2732458,0.3895392
0.4145165,0.2981404,0.3669618,0.2748245,0.3832715
0.4008816,0.3001465,0.3637857,0.2808401,0.3825811
0.4071167,0.2894799,0.3566042,0.2808226,0.3759438
0.3998499,0.2914476,0.3647835,0.2813958,0.374023
0.4059728,0.3170012,0.3685314,0.2727468,0.3865871
0.4088796,0.3113038,0.3582816,0.2742538,0.3774526
0.4108467,0.3049233,0.3842219,0.2761132,0.3773784
0.4189557,0.3075241,0.3828661,0.2758777,0.370908
0.4232802,0.2973802,0.3616378,0.2722702,0.3840763
0.4120128,0.2936198,0.3563558,0.2612964,0.3726372
0.4075941,0.2963724,0.3598689,0.2678237,0.3694007
0.4260738,0.3077289,0.365227,0.2739354,0.3836636
0.4060617,0.296721,0.3716673,0.2632725,0.3810803
0.4006245,0.3037351,0.3773851,0.2639464,0.3813254
0.4137423,0.2961439,0.370557,0.2656228,0.3710544
0.4081582,0.2938245,0.3765927,0.2721317,0.369564
0.4110973,0.3032845,0.3746023,0.2707348,0.3611524
0.4215608,0.3061431,0.3624437,0.2688454,0.3747424
0.423949,0.3083197,0.3607244,0.2748775,0.3704258
0.4112248,0.2999364,0.3756198,0.2822895,0.3758834
0.4053563,0.3081424,0.3502291,0.285969,0.3796985
0.4176534,0.3033894,0.3599297,0.28125,0.3811642
0.4108285,0.3070645,0.3679523,0.2781442,0.383433
0.4168281,0.3123269,0.3691495,0.2641336,0.3834735
0.4121892,0.3199357,0.3589233,0.2780288,0.380271
0.4157044,0.3117921,0.3620381,0.268851,0.3856293
0.4254317,0.31554,0.3653837,0.2775638,0.3840443
0.4430713,0.3059662,0.3666054,0.273352,0.3868799
0.4290997,0.3061916,0.3594615,0.2749638,0.3765604
0.4273823,0.3133961,0.3753699,0.2826034,0.3789263
0.422795,0.3146767,0.3635205,0.2854466,0.3648551
0.4251805,0.3221129,0.3702066,0.2937443,0.3778518
0.4201255,0.3156459,0.3696886,0.2789885,0.3900991
0.4205839,0.3147948,0.3752849,0.2740097,0.4024231
0.4213394,0.3114685,0.3937943,0.2796702,0.3825645
0.4237024,0.3058937,0.3727043,0.2756243,0.3828053
0.4137667,0.3024501,0.3614913,0.270762,0.3861305
0.4198652,0.3016074,0.3661098,0.2745168,0.3842148
0.4170961,0.3113922,0.3681245,0.2787582,0.3874566
0.4160247,0.3212679,0.3540693,0.2703426,0.3838582
0.4133349,0.316385,0.3684858,0.268185,0.3851689
0.4189425,0.3103895,0.35968,0.2710492,0.3778196
0.4139535,0.3233193,0.3640259,0.2629811,0.3716809
0.4224392,0.3105067,0.3641307,0.267068,0.3771587
0.4188524,0.3082653,0.3716833,0.2732625,0.3918409
0.4190178,0.3225584,0.36176,0.2651438,0.3807919
0.4202841,0.3186309,0.3713939,0.2698704,0.388106
0.4247729,0.3162144,0.3617913,0.2732796,0.3795652
0.4204799,0.3077222,0.3576993,0.2740219,0.3901549
0.4146339,0.3112513,0.3541083,0.2723303,0.3946744
0.4217512,0.3219128,0.3573573,0.2652617,0.3724585
0.4107989,0.3216175,0.34426,0.2718147,0.3779762
0.4111405,0.3222463,0.3577538,0.2671587,0.3689766
0.4238951,0.3135528,0.3755852,0.2608918,0.3700593
0.4187333,0.3223709,0.3752679,0.2751529,0.3758056
0.4235214,0.3268455,0.3780744,0.268941,0.3875583
0.4187288,0.3249868,0.3678065,0.2668422,0.3849414
0.4214582,0.3287964,0.3646554,0.2682421,0.3851402
0.4118655,0.3300697,0.3745358,0.2727209,0.3737616
0.4086038,0.3401437,0.3810708,0.2731089,0.3737621
0.4095513,0.3312917,0.365799,0.2753898,0.3802333
0.4146957,0.3262511,0.3727485,0.2716275,0.3777994
0.4096268,0.3216768,0.3533636,0.2770774,0.3888461
0.4174887,0.3183721,0.3480086,0.2769326,0.3890896
0.4215958,0.322002,0.3562977,0.2877237,0.3809123
0.4225726,0.3215346,0.365427,0.2767227,0.3875584
0.4240718,0.3140735,0.373557,0.2654772,0.4093956
0.4157026,0.3148335,0.3691259,0.2746211,0.4009769
0.4201379,0.3095817,0.363796,0.2741055,0.3963674
0.4040215,0.3071195,0.3541381,0.2786321,0.3809968
0.4119251,0.3045823,0.3684393,0.2667771,0.3858989
0.4097781,0.3123078,0.3693725,0.2635494,0.3858517
0.4164205,0.3108351,0.3714545,0.2660845,0.3887389
0.4181628,0.3145734,0.3631595,0.2647187,0.4018047
0.420006,0.312527,0.3739854,0.2685092,0.4031699
0.4069208,0.3232466,0.3685789,0.2620513,0.3811981
0.4227383,0.3211521,0.3797323,0.265825,0.4028077
0.4232704,0.3203347,0.3655723,0.2763985,0.3855188
0.4277814,0.3262666,0.3559574,0.2666941,0.3968755
0.419427,0.3197944,0.3675216,0.2747929,0.4006201
0.4168144,0.3140328,0.3594071,0.2745679,0.3893755
0.4299611,0.311702,0.3487233,0.267624,0.3843336
0.4116979,0.3255331,0.3473811,0.2683924,0.4041033
0.4095882,0.3323244,0.3517883,0.2713506,0.4026128
0.4024526,0.3306459,0.3484206,0.2750023,0.411951
0.4070652,0.3256084,0.3712838,0.2726285,0.3986209
0.417322,0.3234472,0.3831607,0.2708152,0.4037213
0.418664,0.325144,0.3630395,0.2682055,0.3853659
0.4174477,0.3092387,0.3809614,0.2675946,0.3876898
0.4299465,0.3164866,0.3859338,0.2697611,0.3931249
0.42662,0.3253052,0.3798611,0.2785519,0.3972138
0.4202162,0.3232893,0.3732267,0.2742101,0.38706
0.4237713,0.337558,0.3802051,0.2727797,0.3961523
0.425202,0.3309194,0.3822858,0.2694014,0.3883461
0.4088438,0.3235881,0.3757176,0.2732043,0.4011934
0.4283858,0.326661,0.3760812,0.2811812,0.3931094
0.4211289,0.3180614,0.3804253,0.2835756,0.3917872
0.4209,0.3157446,0.3701378,0.2836706,0.3851529
0.4242003,0.3358149,0.3904667,0.2800312,0.3843882
0.4080919,0.3117471,0.3777667,0.2912642,0.3806648
0.4254213,0.3105639,0.3785604,0.2848974,0.3940748
0.4182726,0.3147669,0.3706903,0.2888357,0.384989
0.4212693,0.3094269,0.371262,0.2884228,0.3771808
0.4256019,0.3052244,0.3687965,0.2790069,0.39236
0.4206221,0.3134899,0.376432,0.2775137,0.3809629
0.4293337,0.3239277,0.3744177,0.2778688,0.3974013
0.4148538,0.3283513,0.3845298,0.2898633,0.3916068
0.4128686,0.3165503,0.3644585,0.2876069,0.3986627
0.4316737,0.3148058,0.3772633,0.2867432,0.3919033
0.4265902,0.3224046,0.3697287,0.2885264,0.3970973
0.402355,0.307746,0.3664249,0.287894,0.3799026
0.4172206,0.3274022,0.3703535,0.2988991,0.3849917
0.4288965,0.3234515,0.3648354,0.2932174,0.3887129
0.4231641,0.3077876,0.3526536,0.294072,0.3879514
0.4305893,0.3106563,0.3707823,0.2859991,0.395562
0.4374843,0.3125375,0.3481183,0.2801793,0.392951
0.4303214,0.3099405,0.3476329,0.2692207,0.3904646
0.4166278,0.319928,0.3465476,0.275897,0.398117
0.4210781,0.3202698,0.3412635,0.2786632,0.4103022
0.4189603,0.321195,0.3559308,0.2802046,0.3896509
0.4253042,0.3203661,0.349149,0.2729882,0.3977327
0.4366277,0.3226692,0.3568365,0.2752066,0.4081503
0.4230682,0.3147531,0.3536016,0.2846541,0.4014435
0.4061507,0.3068714,0.3582233,0.2863472,0.4080786
0.4117812,0.309728,0.357126,0.2886849,0.4012271
0.4142482,0.3087896,0.3652654,0.2890942,0.3947485
0.4253973,0.319985,0.3632576,0.2925599,0.3964931
0.4088241,0.3187624,0.3503916,0.2921442,0.4031216
0.4162548,0.3083622,0.358821,0.283712,0.4042423
0.4283662,0.3059864,0.3502649,0.2941352,0.407048
0.4037378,0.317921,0.3689443,0.2938328,0.4099372
0.416536,0.306783,0.3438078,0.2907194,0.4162939
0.4080463,0.3129754,0.3551943,0.2972164,0.3990593
0.4095143,0.309688,0.3512011,0.2911529,0.4225432
0.4250155,0.2962088,0.3426265,0.2932565,0.4012494
0.4173566,0.3136992,0.3475862,0.2910217,0.3973145
0.4127085,0.3154752,0.3469806,0.285279,0.3989695
0.4155343,0.3140126,0.3422109,0.2850052,0.3941855
0.4160526,0.3125027,0.3573923,0.2801315,0.3984526
0.4050553,0.3022219,0.3518008,0.2763891,0.401223
0.4119996,0.3209499,0.3448344,0.2811037,0.4135812
0.4037999,0.3055908,0.3411785,0.2835638,0.3937527
0.4215337,0.3233853,0.3493284,0.2770449,0.4017758
0.427482,0.3165315,0.3413332,0.2763862,0.3897718
0.4134353,0.3182169,0.3434887,0.28216,0.3909917
0.4111009,0.3204161,0.360841,0.2812837,0.3999926
0.4198569,0.3153991,0.3553346,0.2815332,0.3966065
0.4259289,0.3127699,0.3498386,0.2748544,0.4004297
0.4144485,0.3121172,0.3318547,0.27165,0.3920127
0.4114912,0.3190269,0.3384252,0.2718105,0.3984899
0.4140925,0.3278252,0.3442895,0.2728699,0.3828291
0.4076916,0.3191429,0.3656778,0.2771147,0.3934354
0.4082828,0.3074879,0.3475046,0.2772475,0.3858362
0.4124138,0.3174563,0.3492993,0.2770445,0.4027454
0.4141001,0.3162469,0.3563949,0.2770042,0.3917586
0.4185177,0.3176318,0.331375,0.2803918,0.4046033
0.410319,0.3090945,0.3307156,0.2841437,0.4044547
0.4165104,0.3098625,0.3349604,0.2729226,0.4137027
0.4215974,0.3133591,0.3501396,0.2649106,0.3948981
0.416262,0.3115811,0.342194,0.2667574,0.4009695
0.4081614,0.310726,0.361405,0.2755578,0.3957234
0.40529,0.324224,0.3514017,0.2806975,0.3984422
0.4044777,0.3178019,0.3433496,0.297453,0.4186615
0.409417,0.3055816,0.3461642,0.2740908,0.4077646
0.4001044,0.3094842,0.3426428,0.2850738,0.4027318
0.401512,0.3179121,0.3392618,0.280294,0.3988667
0.3993757,0.314603,0.3509066,0.2880881,0.4026452
0.3988249,0.3006511,0.3505002,0.2896419,0.3982869
0.3941073,0.313818,0.3537835,0.2807527,0.4021451
0.3942787,0.3029329,0.3486007,0.2817091,0.4108523
0.4117573,0.3120446,0.3561065,0.2863468,0.3925054
0.3985863,0.3131934,0.3406422,0.2873033,0.4036541
0.3982022,0.312719,0.3581569,0.2828524,0.4155965
0.4106284,0.3143161,0.3695556,0.2768853,0.4104833
0.4061862,0.310076,0.3565935,0.2726408,0.4012051
0.4104891,0.3116443,0.3605805,0.2743371,0.3847796
0.3965319,0.3108542,0.3535003,0.2765071,0.4073127
0.40888,0.3187207,0.3507822,0.2684918,0.4072238
0.3972669,0.3323145,0.3540442,0.2656357,0.4039086
0.393724,0.3276077,0.3517881,0.2631819,0.3888605
0.4083744,0.3236057,0.3582145,0.263334,0.4018785
0.3937913,0.3150086,0.3587675,0.2731481,0.4088865
0.3956271,0.3224078,0.3489111,0.2717966,0.41684
0.3889492,0.3181936,0.3587316,0.2654247,0.4131242
0.3962187,0.3160484,0.3501872,0.2641716,0.4102147
0.3895879,0.314246,0.3478383,0.274041,0.4124308
0.399112,0.3047138,0.3263569,0.2694122,0.4052535
0.4012404,0.3079573,0.3460361,0.2632369,0.3973117
0.4098378,0.3090568,0.3447785,0.2671629,0.4058322
0.4022009,0.3261619,0.3395491,0.2721168,0.3944305
0.4036039,0.3329199,0.3564059,0.2740199,0.3888783
0.3988814,0.3130092,0.350121,0.2750975,0.3849431
0.4031943,0.3193592,0.3579616,0.2788414,0.3868592
