Delta-AY.119,Isolate 1,Isolate 2,Isolate 3,Isolate 4
0.2114819,0.2688608,0.2034064,0.2976706,0.2914544
0.201779,0.2724802,0.2204269,0.2812412,0.2784555
0.2076361,0.2790328,0.2290702,0.293105,0.2939245
0.2111864,0.2828047,0.2213457,0.2729326,0.2809328
0.2091051,0.2764354,0.2247042,0.2902829,0.2799185
0.2192985,0.2841689,0.2136238,0.28538,0.2912396
0.2158141,0.2777731,0.2297786,0.2944914,0.3066929
0.2219536,0.2871586,0.2151918,0.2902486,0.2973908
0.2139848,0.2960725,0.2077117,0.2925908,0.3069529
0.2034142,0.2902911,0.2203844,0.2849354,0.3032893
0.2064483,0.2790259,0.2174768,0.3059903,0.3071873
0.2120435,0.2674996,0.2123983,0.2916705,0.3005975
0.2074924,0.27348,0.2078202,0.2825867,0.3023844
0.2110008,0.2761329,0.2250883,0.2930497,0.2978162
0.2133519,0.2665541,0.2208398,0.2942279,0.2981619
0.2121826,0.2795138,0.2129125,0.27646,0.3029273
0.2050403,0.2823658,0.2165775,0.28683,0.3152369
0.2082364,0.2659751,0.2164202,0.2890625,0.2965898
0.2068011,0.2744244,0.2108115,0.2925669,0.2966998
0.2097403,0.2606552,0.2129559,0.2835164,0.3059897
0.2101766,0.2770276,0.2150284,0.2828309,0.2912137
0.2080567,0.2790848,0.2149546,0.28213,0.2980509
0.2079905,0.2797007,0.2242807,0.2845812,0.2894313
0.2052785,0.2781039,0.2209021,0.2802257,0.2990547
0.2115714,0.2858045,0.2275882,0.281651,0.2865241
0.2151419,0.2704773,0.2274819,0.2839369,0.2937018
0.2115509,0.2900243,0.2244162,0.2931761,0.3044234
0.2290635,0.2990767,0.2160268,0.2942211,0.3001718
0.2258735,0.295655,0.2152844,0.2869421,0.3007383
0.2258588,0.2841344,0.2215912,0.2888322,0.296481
0.2081892,0.2992282,0.221662,0.3011768,0.3027652
0.2039938,0.2746819,0.2182013,0.284663,0.2945241
0.2065811,0.2951062,0.2228054,0.291102,0.3028928
0.1989308,0.2956871,0.2274407,0.2976393,0.2924673
0.1981652,0.2781685,0.2178052,0.3107787,0.2895211
0.2046229,0.2876309,0.2207183,0.3124915,0.2925735
0.21291,0.2761024,0.2239504,0.322405,0.2938906
0.2077295,0.2667469,0.2224481,0.320364,0.3002286
0.2151021,0.2796208,0.223889,0.3189655,0.3010021
0.203331,0.2842175,0.2371291,0.3033632,0.2991125
0.2032715,0.2773829,0.2394799,0.3075697,0.2907313
0.198123,0.2789492,0.2394333,0.3056518,0.289064
0.1987856,0.2811003,0.2294472,0.28337,0.2969604
0.1954684,0.2839346,0.2414367,0.2865362,0.3031497
0.1975184,0.2849543,0.2338982,0.2838662,0.2911857
0.1955594,0.2881108,0.2329766,0.2909627,0.2917645
0.2042936,0.2842557,0.2235705,0.3075662,0.2879127
0.2106975,0.27807,0.2331641,0.2987656,0.290995
0.2057943,0.2885559,0.2409628,0.2921464,0.2909213
0.1997473,0.2878883,0.2371289,0.2875185,0.2797531
0.2011564,0.2782497,0.2247728,0.2974815,0.2826615
0.189005,0.2784475,0.2239334,0.3024091,0.2830285
0.2024184,0.2740395,0.2296173,0.2955201,0.2803059
0.1997297,0.2913627,0.2287449,0.2875962,0.29099
0.1995558,0.284798,0.2283057,0.2873097,0.2916015
0.1947055,0.2846987,0.2354798,0.272404,0.2953067
0.2013122,0.2965845,0.2222986,0.2779086,0.2982313
0.1914283,0.2950357,0.2242351,0.2814346,0.2966288
0.2083126,0.2884944,0.2248669,0.2908972,0.2951612
0.1945734,0.2878244,0.2420283,0.2833087,0.2913375
0.1937869,0.2770578,0.2289447,0.2945288,0.2945506
0.2092976,0.2801959,0.2303898,0.2851253,0.295972
0.2067646,0.2760857,0.2314629,0.2856489,0.2876019
0.2135317,0.2810757,0.2288181,0.2821236,0.2973685
0.2095952,0.2864348,0.224739,0.2872703,0.2985504
0.2073527,0.2818255,0.2281109,0.2849864,0.2777022
0.2120208,0.2842756,0.219444,0.2821104,0.2977122
0.2090931,0.276349,0.2339818,0.2874972,0.2904887
0.2105874,0.2822949,0.2295693,0.2999024,0.2849053
0.2165492,0.2641329,0.2210227,0.2813516,0.2902654
0.2145744,0.2615696,0.2194812,0.2644928,0.2915387
0.2184451,0.2675499,0.2246569,0.2657841,0.2883109
0.2096083,0.2666988,0.2321589,0.2727388,0.2918043
0.2155512,0.2687836,0.2293949,0.2686914,0.2896457
0.2185913,0.2706071,0.2239711,0.2742324,0.2814734
0.2190113,0.2656688,0.2314384,0.2888256,0.2878853
0.2243708,0.2694683,0.2302173,0.2708799,0.2819275
0.2176467,0.2894367,0.2316441,0.2703797,0.2791988
0.2140082,0.2761409,0.2298588,0.273195,0.2733036
0.2167378,0.2600681,0.2292414,0.2719989,0.2867972
0.2135869,0.2775089,0.2393108,0.2736963,0.2739793
0.2021903,0.2701177,0.2295668,0.2675452,0.2811425
0.2031575,0.2764803,0.2349654,0.2622692,0.2760447
0.2129615,0.2755647,0.2297253,0.2737132,0.2790204
0.2207713,0.2628576,0.2245255,0.2776557,0.2911861
0.2111899,0.2746776,0.2251922,0.2858102,0.2875974
0.2135985,0.2770543,0.2271121,0.2756346,0.2852078
0.2230445,0.266593,0.2317819,0.2823596,0.2761767
0.2138738,0.2700135,0.2335882,0.286058,0.2953096
0.2178988,0.2798919,0.2408702,0.2937731,0.2998123
0.2144941,0.279913,0.2323564,0.2908392,0.2972201
0.2173815,0.2659512,0.2187135,0.2794127,0.2933362
0.2144838,0.2716281,0.2104776,0.2783703,0.2953985
0.2132603,0.2743735,0.2330397,0.2856976,0.3057508
0.2237823,0.2721804,0.2237711,0.2816271,0.2967847
0.2169602,0.2696522,0.2308843,0.2777421,0.3089604
0.2207829,0.2797895,0.2236381,0.2736745,0.294727
0.2216972,0.2791288,0.239349,0.2748591,0.2929662
0.2231619,0.2708065,0.2334159,0.2766405,0.2909151
0.2139031,0.2795838,0.2247113,0.2855116,0.2874657
0.2178319,0.2801442,0.2258645,0.2675897,0.2971786
0.2067851,0.2774012,0.2277997,0.267163,0.2994482
0.2015457,0.2636479,0.2499046,0.2648868,0.3085184
0.2075037,0.2776197,0.2316955,0.2517606,0.2995431
0.2139754,0.2771297,0.2193075,0.2686848,0.3011701
0.2067531,0.2726249,0.2181114,0.2663672,0.3080058
0.2089351,0.2594945,0.2263761,0.2659033,0.2955045
0.214216,0.2687996,0.2266046,0.2555484,0.3060982
0.21593,0.26137,0.2328915,0.2520746,0.3010436
0.2086857,0.2862905,0.2192452,0.2618998,0.306972
0.2208478,0.2917592,0.2281884,0.2692899,0.3017447
0.2286073,0.2936309,0.2227878,0.2620594,0.3029134
0.226638,0.2975061,0.2153514,0.2779405,0.29702
0.2156412,0.2917089,0.2109181,0.2843771,0.3117381
0.2258442,0.2800539,0.2253108,0.2786158,0.3120039
0.230771,0.2856673,0.21008,0.2659755,0.3055996
0.2211633,0.2972308,0.2180547,0.2584068,0.3035017
0.2153638,0.2874322,0.216189,0.2669684,0.2982022
0.2212643,0.3016983,0.2155381,0.2675146,0.2908801
0.2230844,0.3121628,0.2177839,0.2699167,0.2960414
0.2300355,0.3042133,0.2153873,0.2724642,0.2929738
0.2174154,0.3023625,0.2187317,0.269335,0.2953666
0.2224998,0.294238,0.2078297,0.2630667,0.289051
0.2244353,0.2998219,0.2116545,0.2746916,0.2998608
0.232656,0.2968548,0.2332876,0.2829132,0.2919867
0.2226576,0.2805409,0.2313022,0.2804277,0.297947
0.2305345,0.2901278,0.2144597,0.2807455,0.3038149
0.2298723,0.290495,0.2226538,0.2799697,0.2951039
0.2258103,0.2918405,0.2196306,0.2707219,0.3053991
0.2289796,0.2922051,0.2014827,0.2734995,0.2987401
0.2302603,0.2905234,0.2111244,0.2789088,0.2988387
0.2371343,0.2840465,0.219917,0.2691858,0.3001042
0.2371878,0.2839337,0.2213646,0.2724017,0.2958861
0.2182604,0.2801777,0.2189236,0.2667184,0.301125
0.229131,0.272888,0.2200613,0.2771949,0.2916822
0.2194168,0.2630233,0.2207159,0.2765079,0.288943
0.2201673,0.2697537,0.2243306,0.290711,0.2937863
0.2144581,0.2847176,0.2234551,0.2716466,0.2844488
0.2188713,0.2771117,0.2262193,0.2622021,0.2874002
0.2377106,0.2694066,0.2190654,0.2652643,0.2916421
0.2273137,0.2725396,0.2176638,0.2767594,0.2890247
0.2110954,0.2662599,0.212782,0.2710851,0.2886373
0.2165578,0.2700829,0.2207496,0.2971508,0.2788827
0.225633,0.2517025,0.2176294,0.2853694,0.2899512
0.2245508,0.2542759,0.2282675,0.285911,0.2832015
0.2293337,0.255688,0.2236937,0.2736358,0.2857915
0.230969,0.2592553,0.2174602,0.2806102,0.295151
0.2214538,0.2565725,0.2263021,0.2752039,0.2999748
0.216725,0.2632804,0.2288667,0.280914,0.30015
0.2165332,0.2584582,0.2164047,0.2820375,0.306796
0.2131328,0.263378,0.2211203,0.2779205,0.2970798
0.2166885,0.2642097,0.2141677,0.2805572,0.3169108
0.2301739,0.2606775,0.2172796,0.2878533,0.3115024
0.2199293,0.2650004,0.2207088,0.2935792,0.3104912
0.2061466,0.2710454,0.2176326,0.3011793,0.3100397
0.2144911,0.2684824,0.2213243,0.2835681,0.2972655
0.2149719,0.2577163,0.2150071,0.2846299,0.3037278
0.21194,0.2571342,0.2241582,0.2770939,0.3005047
0.2101979,0.26626,0.2150623,0.275401,0.2982211
0.2050056,0.253394,0.2391902,0.2838129,0.2940021
0.2170916,0.2666844,0.225574,0.2825431,0.3082372
0.2174489,0.2593608,0.2156928,0.2876831,0.3012764
0.2100926,0.2616351,0.2116891,0.2845145,0.3048421
0.2121816,0.2541271,0.2274634,0.2911713,0.3050565
0.2259707,0.2576414,0.2239606,0.2991299,0.3103074
0.2169691,0.2538556,0.2233048,0.2973259,0.299713
0.2239954,0.2549176,0.221821,0.2987523,0.2898624
0.2292285,0.2701844,0.2290606,0.2855013,0.3030847
0.214946,0.2555082,0.2148625,0.2868006,0.3072143
0.226204,0.2664227,0.2164659,0.2866637,0.3099503
0.2180057,0.253645,0.2300387,0.2978985,0.3076648
0.2122542,0.2490893,0.2283562,0.2900685,0.2948551
0.22352,0.243338,0.2232633,0.2823682,0.2893453
0.2196573,0.2569046,0.2217286,0.2895297,0.2897106
0.2068022,0.2431972,0.228832,0.2778787,0.3031403
0.2114927,0.2466848,0.2337535,0.2923423,0.3160947
0.2254304,0.2551162,0.2254621,0.2884749,0.3043
0.2104648,0.2723129,0.2296243,0.2911086,0.3056487
0.2216747,0.2653342,0.2287008,0.2838604,0.3010314
0.2170374,0.2690873,0.2280792,0.2970638,0.3005173
0.2203726,0.268129,0.216698,0.2765779,0.2968845
0.2224634,0.2653424,0.2412239,0.286712,0.3039888
0.2357004,0.2606793,0.2364622,0.265772,0.2796018
0.2289441,0.2657151,0.2360545,0.262603,0.2795014
0.2284562,0.2589298,0.2232472,0.2817788,0.3019468
0.2233131,0.2629228,0.2293514,0.2979063,0.3070209
0.2342214,0.2569728,0.2186776,0.2816961,0.2998866
0.2329292,0.247503,0.2179047,0.2889569,0.3150029
0.2274288,0.2612438,0.2315039,0.284726,0.3004009
0.2340457,0.2495082,0.2442505,0.2560655,0.3033718
0.2188096,0.2661911,0.2291675,0.2641586,0.304802
0.2227378,0.2681187,0.2232419,0.2704199,0.3003302
0.2265581,0.2796728,0.2278074,0.277682,0.3018065
0.2264269,0.2555422,0.2204266,0.2728114,0.3095396
0.2304382,0.2578866,0.2213203,0.2598105,0.2915163
0.2251788,0.2704771,0.2174283,0.2660621,0.2930367
0.2307806,0.2613326,0.2169474,0.2735474,0.2804643
0.225909,0.2683789,0.214237,0.2685366,0.2891706
0.2314643,0.2808526,0.2199286,0.2570108,0.3074373
0.2268419,0.2765042,0.2177611,0.2637624,0.3033996
0.2222962,0.2712139,0.2173598,0.2580182,0.2984912
0.2272913,0.2624743,0.2154529,0.2650277,0.2935066
0.2195064,0.2619182,0.2269774,0.2727716,0.3050065
0.2370911,0.2667193,0.2164163,0.2770689,0.3065378
0.23829,0.2689967,0.221415,0.2736218,0.3037769
0.2406067,0.2645096,0.2093578,0.2576158,0.2995904
0.2393384,0.2640678,0.2082151,0.2662467,0.2988237
0.2343939,0.2908247,0.2170658,0.2699566,0.3106861
0.2283652,0.2687463,0.213767,0.2605371,0.3144345
0.2280028,0.2745109,0.2185482,0.261274,0.3075696
0.2383679,0.2716564,0.2146495,0.2657397,0.3086986
0.2405908,0.2689576,0.2192506,0.261215,0.3053731
0.2385195,0.2724688,0.2118145,0.2647636,0.29742
0.2306854,0.2702952,0.2224959,0.2474004,0.3063375
0.2187974,0.2557957,0.2203363,0.2544926,0.3144624
0.2213172,0.2565262,0.2178691,0.2529992,0.3173908
0.2188288,0.2676252,0.2106544,0.2537499,0.2951253
0.2296017,0.2845828,0.2110245,0.2576064,0.3100924
0.2311646,0.2780946,0.2173677,0.2698433,0.3098022
0.2346379,0.2639707,0.2073293,0.2669045,0.3122735
0.243088,0.2653608,0.2138049,0.2631401,0.3114247
0.2288913,0.2668252,0.2090708,0.2695991,0.3122518
0.2295365,0.2688403,0.2131732,0.2555625,0.3105559
0.2240096,0.2677357,0.221217,0.257818,0.3074691
0.2246319,0.2861133,0.2252678,0.2507625,0.3048398
0.2318587,0.2730593,0.2300807,0.2513901,0.3072084
0.2336012,0.2782668,0.2322197,0.2578617,0.3008835
0.2312009,0.2702847,0.2237999,0.2528697,0.3206528
0.2321708,0.2741439,0.2237053,0.2528273,0.3057707
0.2325452,0.2796321,0.224172,0.2588941,0.3047985
0.2356522,0.2837084,0.2228375,0.2686122,0.3018243
0.2318728,0.2779328,0.2180683,0.2700924,0.3056426
0.2315471,0.2752801,0.2140184,0.2581193,0.2936242
0.2398265,0.2837175,0.2201601,0.2775967,0.3008351
0.2412533,0.2720968,0.2250106,0.2682818,0.2956676
0.2320652,0.2758018,0.2194942,0.2677024,0.2922651
0.2286899,0.2777199,0.2139772,0.2726223,0.2836713
0.2279107,0.2812219,0.2132123,0.2746987,0.2893111
0.2329039,0.287907,0.2236086,0.2672257,0.2784449
0.2417362,0.2816502,0.2135843,0.2710593,0.2794042
0.2424575,0.2769055,0.2111932,0.2690687,0.2835493
0.2422885,0.2726242,0.2097363,0.2681983,0.2816415
0.2507168,0.279247,0.2093974,0.2666321,0.2877887
0.2398405,0.2773641,0.212073,0.2673869,0.2825752
0.2370551,0.2911934,0.2066752,0.2720458,0.2991182
0.2340886,0.2836747,0.2031857,0.2741546,0.2863384
0.2353984,0.2997459,0.2156253,0.2684899,0.2974839
0.2324194,0.2884387,0.2114055,0.2676055,0.2985307
0.2383135,0.2890099,0.2203931,0.2701406,0.2892015
0.236373,0.2905148,0.2155063,0.2743417,0.2916355
0.234733,0.3035003,0.2210823,0.2773564,0.3026244
0.23707,0.2913038,0.220272,0.2784083,0.2939508
0.2386474,0.2907949,0.2270376,0.2894546,0.3124376
0.2336554,0.2871948,0.2205105,0.2927014,0.2992927
0.2268309,0.2881929,0.2143359,0.289197,0.2813202
0.2264526,0.2899521,0.2220447,0.2799487,0.285042
0.2400078,0.2860966,0.2075078,0.2772381,0.279844
0.2362683,0.2939985,0.2124556,0.2685596,0.2884
0.2464391,0.2914445,0.2188955,0.2745238,0.2851142
0.246575,0.2780673,0.2099984,0.2669618,0.2939927
0.233054,0.2861352,0.2158093,0.2574462,0.2898909
0.2270346,0.3035006,0.2192475,0.2661573,0.2910467
0.2372332,0.2996943,0.2145475,0.2566911,0.2942672
0.2323693,0.2860399,0.2104796,0.2683271,0.2796332
0.2368019,0.2921923,0.2192246,0.2604459,0.2845488
0.2277847,0.2855984,0.2223531,0.2737392,0.2875516
0.233378,0.3117911,0.2312177,0.2756857,0.3021655
0.2401206,0.2975201,0.2263546,0.2643769,0.3020353
0.236772,0.2937477,0.2218279,0.2771035,0.3086891
0.2284354,0.2980602,0.2203109,0.2856115,0.2898861
0.224974,0.2973417,0.2280536,0.2794456,0.3013523
0.2385971,0.2979193,0.2132024,0.2766299,0.2862218
0.2348911,0.3026457,0.2235206,0.2668454,0.2941179
0.2335897,0.29566,0.2221744,0.2717443,0.3039852
0.2389075,0.2926461,0.2218418,0.2705712,0.3000984
0.2499549,0.2734132,0.214176,0.2752581,0.29097
0.2611111,0.2863351,0.2201796,0.2735669,0.3084202
0.2503672,0.2798073,0.2287156,0.259983,0.2969468
0.2508561,0.2773486,0.2251654,0.274066,0.305265
0.2405167,0.2822929,0.2210226,0.2794597,0.2993006
0.2414048,0.2800036,0.2325458,0.2794496,0.2909526
0.2376244,0.2839074,0.2228623,0.275519,0.298095
0.2429212,0.2915375,0.2272975,0.2741357,0.288323
0.2582547,0.2689359,0.2274625,0.2768847,0.2911881
0.2443429,0.2840075,0.2161966,0.2573378,0.2870329
0.2420949,0.2832234,0.215983,0.2637461,0.2969513
0.2471956,0.2836501,0.2278885,0.2668257,0.2983112
0.2428774,0.3005143,0.2216467,0.2819798,0.3085383
0.2413407,0.3022585,0.2337081,0.282385,0.2965019
0.2440272,0.3050247,0.220626,0.2982757,0.292688
0.2436604,0.3092028,0.2191812,0.2998628,0.3150253
0.2408077,0.2963925,0.2225438,0.2941103,0.3102127
0.2357669,0.3033551,0.2226208,0.276346,0.3030576
0.2414597,0.3258053,0.2184034,0.2823884,0.3054194
0.2423172,0.313201,0.2160928,0.2769498,0.3065059
0.2425937,0.2978088,0.2223952,0.2915769,0.2988107
0.2399777,0.2946046,0.2180319,0.2993471,0.2962305
0.2284677,0.2977208,0.2194025,0.2923614,0.3014314
0.2374496,0.2858272,0.2211237,0.2788983,0.2973207
0.2492786,0.2963279,0.2260741,0.2808456,0.3113025
0.2537199,0.2949148,0.2249109,0.2715856,0.3240737
0.2556732,0.2986968,0.2095517,0.2725712,0.3013268
0.2556655,0.3041214,0.2118402,0.2682997,0.3004016
0.2577446,0.3026172,0.2238397,0.2774991,0.3060479
0.2597286,0.3009507,0.2105721,0.2697934,0.3017693
0.2515854,0.2980702,0.2205682,0.2684253,0.3019329
0.2508848,0.3057441,0.2256549,0.2735821,0.3041252
0.2458136,0.2905156,0.2312274,0.275656,0.2995172
0.2430437,0.2955427,0.2133086,0.2781756,0.3092729
0.2369615,0.3011223,0.2142209,0.2797786,0.2984459
0.2363854,0.2995654,0.2146706,0.2923402,0.2990679
0.2474243,0.3199975,0.2107663,0.2815767,0.3035364
0.2493871,0.2929152,0.2131301,0.2801108,0.3028212
0.2365639,0.2958913,0.216488,0.2834187,0.2900778
0.2269004,0.3088907,0.2243355,0.2819558,0.3025128
0.2429662,0.3221135,0.2181121,0.2821023,0.3033251
0.2279167,0.3225889,0.2142657,0.2838976,0.2988496
0.2167607,0.2972422,0.2087064,0.2799641,0.3032562
0.2390654,0.2895163,0.2022709,0.2936537,0.2949202
0.2414428,0.2883107,0.2018422,0.2756737,0.2958928
0.2331676,0.2886174,0.2079214,0.275086,0.2993437
0.2325749,0.2919458,0.2028749,0.2911693,0.2889105
0.2409947,0.305238,0.2073727,0.2738248,0.2948657
0.2441721,0.2847185,0.2013806,0.279637,0.2871472
0.2358756,0.2926756,0.2145827,0.2794732,0.2955649
0.2359047,0.2877083,0.2232866,0.28548,0.2976722
0.2291604,0.2797469,0.2296038,0.2933983,0.3056451
0.2301659,0.2807987,0.2155854,0.2869639,0.3055616
0.2305666,0.2735891,0.2198816,0.3009025,0.295358
0.2210562,0.2833779,0.215584,0.2813063,0.3030945
0.229907,0.2681288,0.2141137,0.2941203,0.3053217
0.2343795,0.2692834,0.2228611,0.2777593,0.3023524
0.2310398,0.2799323,0.2166183,0.2775511,0.2963768
0.2382383,0.2820614,0.2161098,0.2797421,0.3085342
0.233325,0.2813156,0.2161032,0.2902008,0.303608
0.2457036,0.286954,0.2161783,0.2916374,0.31346
0.2218973,0.2852077,0.2237749,0.3034543,0.3058292
0.2343311,0.2952228,0.2207299,0.2860434,0.3099227
0.2363609,0.3003853,0.2180638,0.2917157,0.3109371
0.2439586,0.2964384,0.2119001,0.294916,0.3022341
0.2309082,0.2879288,0.2132097,0.2834784,0.3073545
0.2223227,0.286861,0.2161188,0.2853908,0.315111
0.2297142,0.2884841,0.2208559,0.3005855,0.3040583
0.2367226,0.2862282,0.219154,0.2790187,0.3085817
0.2243245,0.2852194,0.2101803,0.3048728,0.3072166
0.2276105,0.2937869,0.2125308,0.2838489,0.3104836
0.2330937,0.289114,0.2031835,0.2871324,0.3049458
0.2396721,0.2896225,0.2178586,0.2779159,0.3056354
0.2424987,0.2895472,0.2181764,0.2848611,0.3054031
0.2403084,0.2767285,0.2184539,0.2849823,0.310937
0.2389663,0.2910311,0.2187792,0.2734267,0.2981708
0.245303,0.2919906,0.2105351,0.2985614,0.3003059
0.2453679,0.2905193,0.2119204,0.2912249,0.3001285
0.2424066,0.2852987,0.2108227,0.2971703,0.3160035
0.2297386,0.2741773,0.218316,0.2919109,0.3104338
0.227283,0.2767819,0.2130689,0.2881567,0.3029258
0.2348169,0.2793113,0.2112346,0.2792199,0.305345
0.2423089,0.2939412,0.2185214,0.2762114,0.2917951
0.2279978,0.2836752,0.2105584,0.286548,0.2945481
0.2195909,0.2654371,0.2122415,0.2769495,0.3075467
0.2221265,0.2775921,0.2134979,0.2674078,0.3145537
0.2257781,0.2849647,0.2213909,0.276449,0.3053411
0.236086,0.2889203,0.2221797,0.2747599,0.3145528
0.22589,0.2813182,0.224489,0.2800083,0.3204737
0.2330576,0.2657753,0.2211322,0.2792429,0.3044701
0.2204255,0.2657529,0.2151296,0.2674382,0.3140215
0.2253112,0.2826279,0.2176802,0.2744477,0.3082339
0.2265165,0.3020842,0.2193892,0.2686366,0.3122144
0.2347167,0.2935695,0.2133009,0.2618135,0.3017621
0.2331403,0.2913865,0.2131953,0.262733,0.3059456
0.2312128,0.2800111,0.215341,0.2723978,0.3002304
0.2282685,0.3076605,0.2136555,0.2741441,0.3080536
0.2255911,0.3019968,0.2171082,0.2761855,0.3081375
0.234465,0.2946608,0.2178631,0.2742626,0.3141875
0.2282801,0.2975894,0.2116186,0.27403,0.3104384
0.226853,0.2821119,0.2276963,0.2798499,0.3090295
0.2326829,0.2837674,0.2164644,0.2761847,0.3110575
0.2347666,0.2949548,0.2233076,0.2697244,0.3105045
0.2272861,0.2882772,0.2227782,0.2749322,0.3047109
0.2284516,0.2932036,0.2275027,0.2812323,0.313376
0.2308501,0.3055563,0.2210349,0.2731866,0.3123828
0.2310392,0.296995,0.2137985,0.2839229,0.315726
0.2340214,0.3107979,0.2261597,0.2748819,0.2985523
0.2374883,0.2952867,0.2291789,0.2747754,0.3183311
0.2310351,0.282225,0.2198068,0.2745275,0.3144167
0.2356496,0.2980307,0.2161311,0.2780859,0.3122933
0.2348997,0.2750147,0.2237344,0.2768877,0.309871
0.2344228,0.2879926,0.2207833,0.2886408,0.3061612
0.2294817,0.2957279,0.2103977,0.2757046,0.3191073
0.2244922,0.3008755,0.2228886,0.2722717,0.309071
0.2312922,0.2887017,0.219577,0.2877584,0.3260214
0.2312369,0.3015587,0.2237138,0.2738389,0.3074114
0.2412753,0.2976901,0.2190008,0.2773169,0.312916
0.2346967,0.2906381,0.2233192,0.265941,0.3096813
0.2370338,0.2919275,0.2197348,0.2739153,0.3197379
0.2359844,0.3060752,0.2167764,0.270781,0.3153405
0.2281756,0.2911388,0.2038596,0.2748817,0.3135367
0.2258646,0.3013396,0.2159955,0.2703835,0.3135222
0.2382243,0.2918724,0.2177669,0.2713757,0.3110419
0.2432281,0.2961105,0.2152396,0.2772613,0.3012658
0.2378096,0.2840142,0.215584,0.2712309,0.3032371
0.228473,0.2781278,0.2160483,0.274671,0.3006436
0.2302066,0.2823068,0.2168656,0.2729363,0.2943387
0.2369665,0.2730471,0.2152377,0.2788924,0.2880271
0.2246938,0.2686065,0.2095206,0.282159,0.2933942
0.2339072,0.2722395,0.212966,0.2693497,0.2870303
0.2282264,0.2654496,0.2224087,0.2929928,0.2919347
0.2299461,0.2744868,0.2045396,0.2975224,0.2976218
0.235996,0.2790554,0.2136301,0.2991397,0.2999272
0.2412824,0.3126309,0.221603,0.2865231,0.3025486
0.232657,0.3007892,0.2221511,0.2821166,0.2920891
0.2267362,0.298377,0.2239362,0.2981474,0.2954817
0.2280816,0.3089494,0.2267733,0.284757,0.2902595
0.227774,0.3115132,0.2295071,0.2910646,0.2979688
0.2257976,0.3146825,0.2203943,0.2883395,0.2908618
0.2351629,0.3132521,0.2178882,0.2710725,0.2940777
0.2420239,0.2973761,0.2255047,0.285739,0.2831732
0.2442436,0.3003429,0.2187581,0.2774566,0.2880168
0.2362511,0.3090466,0.2197853,0.2728489,0.281942
0.2387796,0.2873574,0.2152486,0.2804344,0.2801892
0.2401073,0.284559,0.2346273,0.2757967,0.2894304
0.2375086,0.2761657,0.2361498,0.2843699,0.2928657
0.2458092,0.2852995,0.2339943,0.2841365,0.2870804
0.2444208,0.2828142,0.2124286,0.2811345,0.2760657
0.244383,0.2828887,0.2273224,0.2706901,0.2806481
0.2501644,0.2791451,0.2275414,0.2773893,0.2858101
0.23819,0.2855815,0.2161697,0.2768785,0.2837807
0.2376632,0.2717412,0.218666,0.2693984,0.2790337
0.2410921,0.2657886,0.214703,0.2893142,0.2829682
0.2367946,0.2743225,0.2155756,0.2834691,0.2902128
0.2401213,0.2787006,0.2217159,0.2946076,0.2955984
0.2409545,0.2691931,0.2156129,0.2790891,0.2891219
0.2367398,0.2627717,0.2130282,0.2715951,0.2911479
0.2355348,0.2731,0.2144257,0.2791098,0.2867859
0.2239925,0.2673322,0.2105568,0.2731306,0.2871232
0.2277821,0.2612379,0.2118662,0.2691964,0.2781689
0.2329568,0.2712955,0.2316045,0.2699512,0.292642
0.2305929,0.2708356,0.2248608,0.2746705,0.2991649
0.2284235,0.2755075,0.2181859,0.2763983,0.2830842
0.2365594,0.2631258,0.2232711,0.2662807,0.2828182
0.2298077,0.2836958,0.2264869,0.2735651,0.2832967
0.2331259,0.2659393,0.2283025,0.2861962,0.2815211
0.2387403,0.2605295,0.2229442,0.2841633,0.28223
0.2380605,0.2640167,0.2238218,0.2849089,0.2695729
0.242196,0.2742285,0.2270994,0.2789164,0.2702904
0.2425268,0.2815926,0.2170414,0.2749058,0.2838479
0.2462589,0.2794478,0.2224121,0.2833649,0.279825
0.2359335,0.2676505,0.2234538,0.2961712,0.2780778
0.2310788,0.2648287,0.2120128,0.2958778,0.2783299
0.2365112,0.272319,0.2125359,0.2754656,0.2823131
0.2410394,0.2752688,0.2286078,0.2838035,0.2841169
0.2406965,0.2634114,0.2203249,0.285434,0.2900899
0.2426823,0.269336,0.2173192,0.2897257,0.302702
0.2162923,0.2692045,0.2267384,0.285777,0.2985775
0.2197796,0.2870418,0.2194163,0.2890581,0.2880449
0.2401572,0.2756461,0.2268918,0.2830748,0.2982741
0.2314234,0.267449,0.2201136,0.28319,0.2930824
0.2344626,0.2734203,0.2172706,0.2815517,0.2887479
0.2384971,0.2775083,0.2264038,0.2818107,0.2911447
0.2388094,0.2845444,0.221636,0.2725207,0.2910551
0.2384086,0.2714005,0.2201229,0.2616917,0.2915232
0.2265214,0.265683,0.2292562,0.2656448,0.2930999
0.2309073,0.2863872,0.216859,0.2801134,0.3016513
0.2186682,0.2727363,0.2174966,0.2734975,0.3058265
0.2294335,0.2686512,0.2251341,0.2830852,0.3029112
0.225637,0.2638258,0.221265,0.2679295,0.2857916
0.215435,0.2809115,0.2229441,0.2633143,0.2972487
0.2138622,0.2762546,0.218517,0.2765062,0.2882051
0.2209159,0.2762627,0.2208059,0.2801957,0.2905907
0.2325064,0.2760053,0.2177185,0.278626,0.2854033
0.2217654,0.2721235,0.2226278,0.2844473,0.3018348
0.2201189,0.2662851,0.2262687,0.2711856,0.2987604
