Delta-AY.119,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0.4998273,0.8827086,0.8779559,0.6762219,0.6949883,0.8318186,0.7531495,0.9142891,0.7266793,0.5050613,0.5670758
0.4937272,0.8766921,0.8953549,0.6903163,0.7190142,0.8162585,0.7535689,0.8903312,0.7452301,0.5243051,0.5635794
0.5010808,0.8718765,0.9183816,0.7001767,0.7216474,0.8294644,0.7592497,0.8856565,0.7299563,0.5219056,0.5569209
0.4888254,0.864871,0.9237718,0.6916162,0.6907292,0.8388898,0.7259071,0.9042829,0.7305295,0.5279292,0.5330123
0.4869497,0.8732542,0.9466738,0.6902617,0.6833665,0.8503138,0.723518,0.9002992,0.7344645,0.5235428,0.5272766
0.4902043,0.8741058,0.9565201,0.6962123,0.6670449,0.8517181,0.7083818,0.8971037,0.7329078,0.538569,0.5149516
0.4821037,0.8822564,0.9521928,0.7072028,0.6670058,0.8423941,0.7172261,0.9019225,0.70983,0.5280143,0.5119742
0.4779727,0.8759659,0.9448153,0.7082723,0.6747976,0.8371239,0.7198675,0.9317155,0.7077497,0.5362184,0.5175897
0.4807027,0.8688715,0.9381986,0.7090213,0.6700777,0.8438234,0.7188411,0.9546071,0.7240407,0.5564556,0.520907
0.4785848,0.8422887,0.9356928,0.715959,0.6818205,0.8314208,0.6836889,0.9506762,0.7432635,0.5627939,0.5212243
0.4829613,0.8190581,0.9243975,0.7074893,0.6995327,0.8424528,0.7128521,0.9315743,0.766687,0.5863226,0.5332399
0.4945165,0.8033944,0.9219563,0.7023156,0.6957201,0.8357653,0.7259862,0.9325705,0.7429943,0.6247208,0.536598
0.4990596,0.7900858,0.9582916,0.6942431,0.7003571,0.8349482,0.7468991,0.9375931,0.7265928,0.6186851,0.5384616
0.4902223,0.791546,0.9754622,0.6786127,0.7123806,0.8305806,0.7611545,0.9499172,0.7356021,0.6387534,0.5466145
0.4880309,0.7918462,0.9810857,0.6926665,0.7105387,0.8455866,0.7398247,0.9497697,0.7604848,0.6305791,0.5514476
0.5060162,0.7936201,0.9727814,0.6950637,0.7146589,0.8280213,0.7355297,0.9290191,0.7909118,0.6378986,0.5616574
0.5121239,0.7941546,0.9722421,0.7045394,0.7019486,0.8150963,0.7507848,0.9226832,0.796018,0.6402233,0.5574473
0.5105072,0.7963717,0.9670964,0.6921669,0.6998222,0.8013173,0.7637558,0.927273,0.8380893,0.6306101,0.5655679
0.5089268,0.8137342,0.9953683,0.6911464,0.6968807,0.7940453,0.7517415,0.9160406,0.8574749,0.6307415,0.5595397
0.4955841,0.8072442,0.9873062,0.6608298,0.688193,0.782063,0.7323024,0.916826,0.8699092,0.6159349,0.5782605
0.4966396,0.8139894,0.967175,0.6627178,0.6877435,0.756947,0.7172301,0.9204692,0.8777847,0.6156657,0.5720836
0.5038187,0.8127894,0.9677336,0.6827096,0.7196373,0.7386285,0.7144906,0.9137025,0.8699602,0.6235847,0.5811499
0.5002427,0.8334824,0.9761713,0.691395,0.7375407,0.7425434,0.7035226,0.9106284,0.8416514,0.6351122,0.5888655
