Delta-AY.119,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0.382491,1.1254478,1.5982873,0.9607753,0.8329998,1.3459185,0.7246677,1.0433716,1.0151653,0.7949623,1.0678957
0.3729558,1.1352245,1.6085078,0.9869717,0.8080299,1.2899386,0.7298778,1.0382671,1.0280687,0.7908602,1.0679246
0.3760775,1.1374602,1.5946847,0.9868681,0.8294406,1.2867467,0.7323676,1.0184655,1.0272369,0.7974987,1.0686367
0.3896436,1.1335235,1.5939167,0.9865402,0.8390999,1.2723745,0.7349209,1.0127131,1.0272837,0.8089381,1.087512
0.384466,1.1322309,1.6035268,0.9689211,0.8565193,1.2764891,0.730468,1.0119232,1.0290855,0.8137665,1.0777682
0.3804402,1.1394892,1.6200953,0.9531497,0.8656818,1.2658079,0.7404727,1.0146973,1.0291235,0.7969938,1.0840688
0.3760643,1.1379362,1.6411541,0.9615061,0.8528239,1.2476965,0.7665017,1.0149643,1.0300833,0.801569,1.0835164
0.3746677,1.1426886,1.6342883,0.9608477,0.8184057,1.2757251,0.7530884,0.9987674,1.0359616,0.7946791,1.082364
0.3702452,1.140452,1.6417122,0.9484277,0.8194336,1.2637022,0.7482105,1.0196259,1.0507219,0.8061213,1.0744313
0.3752369,1.1372595,1.6478946,0.9549971,0.8266382,1.2601628,0.7458223,1.021955,1.0403352,0.7940274,1.0942396
0.375389,1.1439979,1.6433814,0.9616178,0.8116795,1.2700585,0.7432035,1.0281248,1.0281644,0.7936203,1.0667474
0.3707501,1.1428528,1.6263303,0.9737854,0.7969344,1.2691778,0.7485671,1.0280402,1.033803,0.810589,1.0504001
0.3771253,1.1454705,1.6371897,0.951174,0.7933774,1.2730753,0.7540451,1.0299405,1.0486318,0.8036994,1.0630385
0.3827933,1.1531405,1.6544954,0.9784474,0.8056709,1.2811445,0.7407563,1.0319561,1.0592924,0.7804912,1.0444405
0.3798669,1.1610773,1.6510903,0.9821699,0.8184152,1.3242407,0.7307063,1.0114418,1.0518419,0.7687395,1.0459166
0.385725,1.1397655,1.6477555,0.9822175,0.8182036,1.3359213,0.7684276,1.0054543,1.0553235,0.7837851,1.0244552
0.3782198,1.1468804,1.644568,0.9839785,0.8284504,1.3260492,0.7848228,1.0132012,1.0351201,0.7723978,0.9968626
0.3776966,1.1419386,1.6079922,0.9849991,0.8433595,1.3357134,0.7855152,0.9973503,1.0245383,0.7900142,0.9900856
0.3758622,1.1391701,1.615962,0.9824934,0.8330774,1.3593866,0.7761267,1.0086534,1.0115021,0.809275,0.9833597
0.3820106,1.1479949,1.6123296,0.9728251,0.8496423,1.3743482,0.769692,1.0023478,1.0127603,0.7967019,0.9791949
0.3746807,1.1373143,1.6107832,0.9710568,0.8537121,1.3705009,0.7604018,1.0071295,1.0362546,0.7960863,1.0069695
0.3769974,1.1405915,1.6126959,0.9643547,0.8649071,1.3847852,0.7429572,0.9972215,1.0424179,0.7956698,0.9950854
0.3726303,1.1373811,1.5824614,0.9764391,0.8240348,1.3874876,0.7311452,1.005705,1.0361588,0.7877646,1.0094904
0.3584455,1.1323565,1.6019974,0.976083,0.8186644,1.3868667,0.7220884,1.0075144,1.0333228,0.7935779,1.0057198
0.3667483,1.1436348,1.5908452,0.9643404,0.8184292,1.4022352,0.7259532,0.9995916,1.0544788,0.8219866,1.0288997
0.3640066,1.1446723,1.5895975,0.9687656,0.8527105,1.4137096,0.7569656,0.9992347,1.0299067,0.8074294,1.0321432
0.3625752,1.1458863,1.5702264,0.9748652,0.8476098,1.4328328,0.760102,1.0071533,1.0420619,0.8088049,1.0302182
0.3644425,1.1476409,1.5799708,0.9664161,0.8445992,1.4344631,0.7240914,1.0213879,1.0538048,0.8168768,1.062079
0.3624219,1.132344,1.5815185,0.9753134,0.8556949,1.4278075,0.748776,1.0080849,1.054847,0.8249539,1.0560352
0.3604911,1.1431892,1.5769565,0.9764886,0.8460199,1.4304684,0.7480581,1.0020627,1.0578008,0.8215978,1.0742607
0.380219,1.1526049,1.5835073,0.9856122,0.8460208,1.4248277,0.7422125,0.986128,1.0874101,0.8086036,1.0814779
0.3752988,1.1406759,1.6234226,0.9926205,0.8420647,1.4322673,0.7329538,1.0053198,1.069211,0.8134292,1.0667661
0.3818787,1.1365993,1.6266397,0.9683338,0.8234857,1.4237689,0.7550672,1.0006138,1.0857177,0.8100864,1.0677228
0.3726725,1.1460255,1.6339967,0.9632212,0.8543031,1.4307653,0.7701358,0.9971146,1.0677929,0.8000343,1.0675725
0.3581415,1.1413059,1.6438516,0.9745768,0.8466186,1.4136136,0.7752676,1.0056279,1.0694109,0.7991624,1.0562061
0.3670171,1.1524324,1.6154407,0.984753,0.863176,1.4265711,0.7743586,1.0073016,1.0295446,0.8205794,1.0393829
0.3574552,1.1452075,1.6346575,0.9809468,0.8626256,1.4186332,0.7830872,1.0034106,1.0426422,0.806315,1.0422645
0.3665711,1.1379309,1.6347358,0.9840147,0.8538752,1.3906387,0.7677662,1.0050936,1.0367151,0.8067435,1.0647286
0.3720133,1.144357,1.6540042,0.9954641,0.869703,1.4149867,0.7624922,1.0201499,1.0460527,0.8124027,1.0642531
0.3776738,1.1324227,1.6522517,1.0046933,0.8639621,1.408517,0.7705647,1.0231801,1.0457436,0.8049533,1.0783186
0.3750448,1.1354333,1.6164595,0.9981734,0.8432729,1.4298999,0.7604334,1.0208423,1.0711101,0.7884951,1.0492388
0.3629748,1.1434571,1.6361798,0.9820996,0.8663853,1.4590218,0.7500191,0.997689,1.0477564,0.7865072,1.0622475
0.3595766,1.1372042,1.6081748,0.9958156,0.8490415,1.4174178,0.7721309,0.9989841,1.0544758,0.7857946,1.0602477
0.358326,1.1400435,1.6199461,0.9614334,0.8381428,1.4292701,0.7494601,0.9851619,1.072232,0.7887644,1.061594
0.3564554,1.1333214,1.6415615,0.9630496,0.8476446,1.394574,0.7285555,0.9874181,1.0651982,0.7872493,1.0782685
0.3474422,1.1221762,1.6613407,0.9799134,0.8312073,1.3907331,0.7552628,0.9736174,1.0606123,0.7974451,1.0573974
0.3518567,1.1345092,1.6270095,0.9885478,0.8220314,1.3990812,0.7445109,0.9821664,1.0813253,0.8079991,1.0649401
0.3527668,1.124002,1.6108577,0.9666026,0.8225573,1.3961693,0.753917,0.9954546,1.0813661,0.8121057,1.044436
0.3534242,1.1168662,1.624696,0.9951144,0.8235264,1.4029808,0.759185,0.9969512,1.0714096,0.8207894,1.0614882
0.369997,1.1172385,1.5962527,0.9918746,0.8286904,1.4164442,0.7675919,1.0283232,1.0802011,0.8185818,1.0414507
0.3560317,1.1243188,1.5994735,0.9779699,0.8100509,1.4062064,0.7652855,1.0282564,1.091936,0.8321149,1.042442
0.3573437,1.1319411,1.584918,0.9676948,0.8279755,1.3991464,0.7451047,1.0138131,1.0957141,0.850287,1.0474604
0.3730527,1.1329918,1.5899639,0.954045,0.8220766,1.3773518,0.7466874,1.0054874,1.0789526,0.8464662,1.0431905
0.3622962,1.1307586,1.5837015,0.9751286,0.8411741,1.377477,0.750889,0.9994282,1.0833893,0.8321566,1.0271964
0.3574331,1.1346599,1.6346254,0.974429,0.8511426,1.3934175,0.7536416,1.0143481,1.0859277,0.8310913,1.0300354
0.3578169,1.1252745,1.653306,0.9737911,0.8624048,1.3788077,0.7848694,0.9962526,1.0864366,0.8354258,1.0426885
0.3491451,1.1237259,1.6400068,0.9845982,0.8826652,1.3667711,0.7759213,1.0034742,1.08935,0.8249063,1.0583659
0.3519265,1.1342138,1.6390098,0.9704522,0.8557621,1.3787372,0.7740071,0.9915186,1.1083144,0.8303132,1.0502768
0.3525252,1.1359966,1.6530976,0.9731905,0.8574993,1.3983377,0.772109,1.0065631,1.089651,0.829026,1.0503809
0.350439,1.1383951,1.6644493,0.9666008,0.8855795,1.4303159,0.7814298,1.0059859,1.0895927,0.8308828,1.0511113
0.3587565,1.1324767,1.6727425,0.9742413,0.8589516,1.4452859,0.7631317,1.0043759,1.1021146,0.8302972,1.051809
0.3583915,1.1284401,1.6486771,0.9668558,0.86746,1.455405,0.7702709,1.0088483,1.1085144,0.8191995,1.0637813
0.3622661,1.1329061,1.6474445,0.9767587,0.8924788,1.4540536,0.7638653,1.0213547,1.1102748,0.820118,1.0528439
0.359563,1.1469254,1.6145229,0.959718,0.8955876,1.4570292,0.7514246,1.0202026,1.0997976,0.8315205,1.0400007
0.3399254,1.145207,1.6141721,0.9779465,0.8879291,1.4513583,0.7487656,1.0098653,1.1065854,0.845625,1.0298351
0.3435878,1.1373006,1.6166182,0.9738787,0.8567292,1.4662497,0.7386215,1.0084406,1.1063575,0.8247669,1.0356369
0.3365427,1.121874,1.6296151,0.9650946,0.8446516,1.4703943,0.7006785,1.0123219,1.1075441,0.8378057,1.0617473
0.3477167,1.1238009,1.6209743,0.9697544,0.8568123,1.4892117,0.7301918,1.0283337,1.1056812,0.8200591,1.0755862
0.3443402,1.1408465,1.6248868,0.9786224,0.8464542,1.4831928,0.7441254,1.0098646,1.1142533,0.8458923,1.0814012
0.3447173,1.1396456,1.6565013,0.9949383,0.8227267,1.5193579,0.7511413,1.0027961,1.1185018,0.8471908,1.04986
0.345967,1.1327081,1.6481918,0.9905242,0.8180768,1.5306277,0.7256994,1.026126,1.0963818,0.8478406,1.0656724
0.3502253,1.1421099,1.6832423,0.9810272,0.8194646,1.5184414,0.7199834,1.0322336,1.1029558,0.8472046,1.0601776
0.3634162,1.1473725,1.6836619,0.9939988,0.8082703,1.4958658,0.7155841,1.0336686,1.0922407,0.8326012,1.0309645
0.3592352,1.1570141,1.6561941,0.9941015,0.8197482,1.4628092,0.7105173,1.0353539,1.0831127,0.8344959,1.043991
0.3611574,1.1522039,1.6675125,0.9814157,0.848747,1.4568182,0.7014389,1.0224576,1.0687332,0.8444604,1.0404457
0.372467,1.1593429,1.6405631,0.988619,0.8729147,1.4551946,0.7310378,1.0342267,1.0711123,0.8302289,1.0499659
0.362473,1.1525698,1.6482919,0.9563475,0.8610942,1.445434,0.7043247,1.0405154,1.0822417,0.810035,1.0431559
0.3710821,1.1494584,1.6512666,0.9279361,0.8735036,1.4119073,0.7207985,1.0297364,1.0839468,0.8046501,1.0681688
0.3819158,1.140352,1.6500016,0.9326163,0.8571492,1.3878059,0.6867076,1.0259063,1.0937792,0.8089488,1.0465934
0.3845531,1.1247182,1.6544025,0.945997,0.8750089,1.3745174,0.6678646,1.0225403,1.0976897,0.8216019,1.039865
0.3848288,1.1334851,1.673678,0.9383516,0.8641919,1.3732488,0.6772868,1.0402354,1.0983909,0.8155664,1.0408372
0.3774382,1.1254436,1.6772964,0.9273667,0.8485147,1.3521022,0.6832192,1.0496001,1.1068053,0.818153,1.0385484
0.3747069,1.1396987,1.6686419,0.9546719,0.8433275,1.3613323,0.7099773,1.0514081,1.1073835,0.8236531,1.020291
0.3698246,1.1410708,1.670987,0.9671054,0.8508951,1.3639592,0.7148523,1.0367801,1.1135713,0.8161105,1.0325011
0.3711106,1.1574899,1.6734126,0.9684983,0.836294,1.3664613,0.7348742,1.0349398,1.0937624,0.8276225,1.0027295
0.3757927,1.1466089,1.6461469,0.9606009,0.8718866,1.3735509,0.7237969,1.0354059,1.0604106,0.8243361,1.0099696
0.3707784,1.1361128,1.6493382,0.9674874,0.8714521,1.3913134,0.7230985,1.0399201,1.0595388,0.8183588,1.0115191
0.3742486,1.1353703,1.6387293,0.9827367,0.8841982,1.4086368,0.7124745,1.0399688,1.0611879,0.8165235,0.9905339
0.3598988,1.1296766,1.633938,0.9900946,0.883341,1.4139439,0.7193006,1.0294452,1.0681659,0.8173604,0.9880307
0.3602857,1.1273454,1.6190689,0.980885,0.8709995,1.391932,0.7145448,1.0200553,1.0794618,0.8213456,0.989388
0.3756553,1.1409838,1.6578907,0.971682,0.8694001,1.3695087,0.7429793,1.0281035,1.0850204,0.8287812,1.0015782
0.3788603,1.1479604,1.6933166,0.9840798,0.8819827,1.3818529,0.7165571,1.0320206,1.0868239,0.8397257,1.0113083
0.3781765,1.1632555,1.6901962,0.9954093,0.8928993,1.3926421,0.720414,1.0354514,1.1000985,0.8067577,1.0152979
0.3873925,1.1654558,1.6664011,0.9863865,0.9068395,1.4018185,0.7106766,1.0348281,1.1061535,0.8000394,1.0315943
0.3635814,1.1663133,1.6784219,0.9678469,0.8913338,1.3929166,0.7065854,1.0448077,1.1039691,0.8048555,1.0401845
0.3661172,1.1744157,1.668137,0.9764377,0.9151739,1.3901917,0.6871408,1.0468335,1.0884868,0.8139557,1.0418185
0.3695714,1.1562998,1.7038009,0.9612001,0.9276088,1.3706305,0.6996565,1.0306232,1.1028658,0.8183295,1.0405049
0.3638295,1.1554766,1.6957892,0.9542419,0.9361597,1.3922696,0.6709332,1.0427338,1.1109118,0.8098086,1.0361813
0.3583272,1.1342928,1.7070391,0.9671677,0.9181799,1.406631,0.6844717,1.0288502,1.1125902,0.8072915,1.0353298
0.360498,1.1320442,1.6770103,0.9566724,0.9133809,1.4167339,0.6799044,1.0112096,1.0958601,0.8139523,1.0519409
0.3630954,1.1562084,1.6605791,0.9465367,0.912657,1.4228222,0.663963,1.0181898,1.1123892,0.810191,1.058753
0.3773428,1.1479454,1.682713,0.9656531,0.8812973,1.4304219,0.6557878,1.0271593,1.1103591,0.8018399,1.0543665
0.37381,1.147262,1.648509,0.9617084,0.8614702,1.4424126,0.6591023,1.0047859,1.1039116,0.8107494,1.0439409
0.363416,1.1501776,1.6687518,0.9826705,0.8379694,1.4098309,0.6633446,1.0041003,1.1137813,0.819766,1.0296283
0.3580323,1.148549,1.6189555,0.9904644,0.8570775,1.3679122,0.6794089,1.0048491,1.1177824,0.8334416,1.031883
0.3601726,1.1485485,1.6402087,0.975586,0.8659999,1.3920454,0.6893596,1.0123413,1.1408989,0.8135911,1.0160069
0.3667785,1.1396259,1.6389598,0.9728174,0.8563951,1.387583,0.720126,1.0034697,1.1341946,0.8109168,1.0129493
0.3629628,1.1466467,1.6675736,0.9690971,0.8345594,1.3523357,0.6809409,0.9867466,1.1453271,0.8161743,1.0059015
0.3593325,1.1565831,1.65967,0.9671357,0.853582,1.3336372,0.7133601,0.9842253,1.1472998,0.814499,1.0330522
0.369125,1.1348137,1.649284,0.9436077,0.8353035,1.3137332,0.6952624,1.0044823,1.1477077,0.8150277,1.0206952
0.3653623,1.1443441,1.6309705,0.9440365,0.8228561,1.3209385,0.7133615,1.0082296,1.1404413,0.812131,1.0244135
0.3732428,1.1382924,1.6064533,0.9603305,0.8329649,1.3850509,0.6950068,1.026551,1.1460958,0.8082867,1.0178183
0.3770089,1.145216,1.5998033,0.9489731,0.8383154,1.3843331,0.6789091,1.0167452,1.1486208,0.8079292,1.0147433
0.3690889,1.1500664,1.608574,0.9635577,0.8465165,1.3726577,0.6830919,1.000869,1.1510218,0.7868958,1.0213499
0.3703193,1.149428,1.6316085,0.9639445,0.8277854,1.4196783,0.6821751,0.9992326,1.1598639,0.8022959,1.0064405
0.3788821,1.1540326,1.6298774,0.953963,0.8362585,1.4188521,0.6804452,1.0245261,1.1524875,0.7944373,1.0016606
0.3670567,1.1479663,1.6312422,0.9664983,0.8610079,1.4015986,0.6496863,1.0243269,1.1595577,0.797,1.0054187
0.3754336,1.1498476,1.6174818,0.9596668,0.8715558,1.3933127,0.64771,1.0212669,1.1407751,0.778636,1.0430379
0.3782012,1.1445438,1.6364738,0.9482979,0.8861726,1.4102048,0.6663966,1.0151759,1.157298,0.7982355,1.0409855
0.358549,1.1508386,1.6038793,0.9582143,0.887199,1.428153,0.693778,1.0205295,1.1456017,0.8091663,1.0479888
0.355928,1.1456974,1.6083562,0.969882,0.8939373,1.3730812,0.6913339,1.0399907,1.1511974,0.7958051,1.0423905
0.3553698,1.1467215,1.6116686,0.9692948,0.8654985,1.3980051,0.6660268,1.040446,1.1641686,0.785698,1.0590912
0.3577993,1.1284258,1.6296754,0.9762704,0.8770857,1.443017,0.6491222,1.0274582,1.1622803,0.8047622,1.0807815
0.3533705,1.1320798,1.6396837,0.9762708,0.8787872,1.4428265,0.6609415,1.033324,1.1672235,0.8175512,1.0723904
0.3578396,1.130951,1.6257766,0.9781427,0.8949739,1.4680535,0.6492446,1.0267618,1.1603957,0.8068176,1.0401188
0.3606353,1.1273963,1.6005841,0.9688485,0.9071815,1.5154815,0.6662896,1.0258124,1.1668906,0.7953748,1.0342807
0.3563893,1.1181668,1.5678897,0.9649871,0.9148974,1.5220965,0.6928645,1.0313425,1.1639847,0.7985181,1.026296
0.3557073,1.1231364,1.5673562,0.9696119,0.9162757,1.523977,0.7048606,1.018645,1.1566123,0.8055398,1.0172815
0.3599943,1.1326612,1.5627602,0.9678693,0.879931,1.4758428,0.7013894,1.0189855,1.1622672,0.7876104,0.9918811
0.3603247,1.1346252,1.5745009,0.9593961,0.9048756,1.4832711,0.6947681,1.0246389,1.1642841,0.7819568,1.0019361
0.3642415,1.1488433,1.5742464,0.9619541,0.8992846,1.4866486,0.6986092,1.0174818,1.1661965,0.7822238,1.0320386
0.3518677,1.1360543,1.5847896,0.970126,0.9129661,1.4718137,0.7013833,1.0052257,1.1562246,0.7839845,1.0512978
0.3583614,1.1360123,1.5891186,0.9643413,0.9058468,1.4620301,0.6828474,1.022415,1.1672299,0.818067,1.0587399
0.3594926,1.1277794,1.5975238,0.9591838,0.9026932,1.4536414,0.6869313,1.03553,1.1528101,0.8126685,1.065589
0.3592296,1.1282555,1.6247797,0.9652072,0.8698266,1.4562479,0.6574156,1.0358884,1.1559319,0.8194271,1.0724748
0.3547939,1.1244514,1.6145456,0.9627534,0.9002518,1.432386,0.6605625,1.0487434,1.1451741,0.8238025,1.0432161
0.355998,1.1372848,1.5846692,0.9765831,0.8916453,1.4217161,0.6551996,1.0430911,1.141308,0.821556,1.0610743
0.3640057,1.1368268,1.5760481,0.9822806,0.8923191,1.4121031,0.6981651,1.039724,1.1229901,0.8375489,1.0745348
0.3576842,1.1388119,1.5792357,0.9897969,0.906764,1.4050106,0.6961259,1.0390595,1.1319698,0.8393779,1.0751984
0.3642268,1.150068,1.5914385,0.9992726,0.9097512,1.4000901,0.6938567,1.0168167,1.1393249,0.8519415,1.0876033
0.3783793,1.140718,1.5827385,1.0173049,0.8960545,1.399913,0.7067126,1.0352056,1.1324964,0.8392083,1.0725061
0.3673678,1.1311444,1.5821849,0.988978,0.9055246,1.4134196,0.6798159,1.0152446,1.1377089,0.8233024,1.0789554
0.3697418,1.1324679,1.6038159,0.9998246,0.8805103,1.4264661,0.6875085,1.0306089,1.1430209,0.8278865,1.0681205
0.3745257,1.1516002,1.6097327,1.0157853,0.8744767,1.4065454,0.7165945,1.0408797,1.1460201,0.8117057,1.0747604
0.3728286,1.148774,1.6025068,1.0221415,0.8782008,1.3825979,0.7222556,1.0402908,1.1185356,0.8061604,1.089294
0.3784487,1.1464777,1.6045858,1.0133487,0.888492,1.3665485,0.7248756,1.0379993,1.1227565,0.8213689,1.0985866
0.3711605,1.1360312,1.5799348,0.9864644,0.8860263,1.346966,0.7227934,1.0341822,1.1260993,0.8119057,1.0676334
0.3637616,1.1381513,1.5799904,1.0152261,0.8529946,1.3583241,0.7036814,1.0268345,1.1447999,0.8075024,1.0819353
0.3537409,1.1480813,1.5952706,1.0085527,0.8691626,1.3579386,0.6815092,1.0232428,1.1362962,0.8168354,1.0656905
0.3614179,1.1533542,1.5907063,1.0039886,0.8876733,1.3638475,0.6984657,1.0099503,1.1576302,0.814398,1.0772411
0.3607175,1.1559023,1.581965,1.0090348,0.886281,1.3624148,0.675924,1.007483,1.1636968,0.7953861,1.0655153
0.3600031,1.1586577,1.5965942,1.0040113,0.8555705,1.3373749,0.6537639,1.013669,1.15634,0.7920681,1.0426962
0.349433,1.1542572,1.6031427,0.9935284,0.8521768,1.3369344,0.664676,1.0259895,1.1765109,0.8001674,1.0556198
0.3656618,1.1493877,1.5950527,0.9943056,0.8655265,1.3461821,0.6991344,1.0256104,1.1697637,0.8030853,1.0470178
0.3596984,1.1593207,1.5949297,0.9988356,0.8329651,1.3562151,0.7061712,1.0338764,1.167254,0.7952008,1.0590522
0.3616304,1.1545197,1.5687999,0.9996982,0.8531148,1.3610816,0.6805127,1.0368462,1.1580397,0.780873,1.0454456
0.355728,1.1655422,1.5508738,1.0118551,0.8430756,1.3537701,0.6887942,1.0300509,1.1530927,0.7852419,1.0437891
0.3601503,1.1536597,1.5530794,0.9967604,0.8311682,1.3200315,0.7205231,1.0327371,1.159628,0.7800155,1.0338304
0.3767691,1.1525358,1.55239,0.9928632,0.8200312,1.3159409,0.7256504,1.0078304,1.1793653,0.7862175,1.0245317
0.3723006,1.1552006,1.5400921,0.9996957,0.8189651,1.323161,0.7172304,1.0161753,1.1771111,0.7992329,1.0067616
0.3730002,1.1666402,1.5420303,0.9918045,0.8381404,1.3352449,0.7150961,1.0220156,1.171082,0.7834683,1.01562
0.3721564,1.1709472,1.5085398,0.9624679,0.8493199,1.3294423,0.7052849,1.0099838,1.1786693,0.7767333,1.0283172
0.3488374,1.1610692,1.5113596,0.9780545,0.8721837,1.372372,0.7013846,1.0246558,1.1756356,0.7631758,1.0259877
0.3562596,1.1584234,1.5102862,0.9926881,0.8810119,1.400033,0.724557,1.0076981,1.1743786,0.7781978,1.0226922
0.3582284,1.1678288,1.4989157,0.9771553,0.8996133,1.3854355,0.7323727,1.0144573,1.171783,0.775736,1.0282016
0.3610226,1.1835824,1.4846402,0.9647445,0.902566,1.3832468,0.7113143,1.0060129,1.1838751,0.7903969,1.020812
0.3507358,1.1683596,1.5144252,0.9850776,0.9180859,1.4000955,0.7183896,1.0206029,1.1889381,0.8058254,1.0036772
0.3558204,1.1773022,1.5095931,1.005928,0.8915354,1.4075838,0.7039939,1.01052,1.1765327,0.7921309,1.0202228
0.3426886,1.1662982,1.511948,0.9875765,0.9062431,1.3728606,0.7047508,1.0071383,1.1774555,0.7906759,1.0300388
0.3542063,1.1655937,1.5261023,1.0078213,0.8858134,1.3800457,0.6960372,1.0241181,1.1684637,0.7941434,1.0308172
0.3563923,1.1682802,1.5072831,1.0133122,0.8661035,1.3893528,0.7010767,1.0323949,1.1789401,0.7997469,1.0538946
0.3423761,1.1766335,1.5021791,0.9783609,0.8804428,1.4507062,0.6905763,1.050274,1.1851134,0.8003202,1.0274054
0.3501394,1.1872058,1.5289791,0.9862245,0.8721472,1.4572233,0.6912063,1.0564979,1.1867827,0.8053539,1.0299598
0.3533295,1.1801652,1.5277141,0.9750333,0.8583353,1.4492465,0.6750178,1.0380415,1.1665232,0.7948767,1.0382267
0.3470571,1.1719302,1.5304817,0.9776453,0.8915464,1.4636863,0.6692584,1.0359249,1.1704602,0.7980263,1.0604407
0.3524752,1.1655133,1.547148,0.9917563,0.8724315,1.4687519,0.7045113,1.0226591,1.1519688,0.7878324,1.0553019
0.3526842,1.1495296,1.5474385,0.9684194,0.8596612,1.4905571,0.6892428,1.0222005,1.1664407,0.7959254,1.0631725
0.3570734,1.1622297,1.5634819,0.9793487,0.8591409,1.5001858,0.7063451,1.0140274,1.1937666,0.8115672,1.0574036
0.3453943,1.1588889,1.5542259,1.0015383,0.8396562,1.4929274,0.7167524,1.0319568,1.1785437,0.7968966,1.0416833
0.3461353,1.1739882,1.5795488,1.0013521,0.8713098,1.4682969,0.7169073,1.0293255,1.1725497,0.7928897,1.0588678
0.342667,1.1787932,1.5800428,0.9982105,0.8756872,1.4845023,0.7346324,1.0342209,1.1722366,0.7964187,1.0678464
0.3391976,1.1760451,1.5817602,0.9854161,0.895138,1.4785465,0.7237583,1.0395591,1.1666492,0.7992418,1.0743804
0.3411664,1.1656511,1.5989841,0.990232,0.8708291,1.4894359,0.7341577,1.0385053,1.1733556,0.8114884,1.0631732
0.3358496,1.1726789,1.6050668,0.9687755,0.8446535,1.4846375,0.7252898,1.0402499,1.16352,0.8097533,1.05573
0.3409413,1.156127,1.6145033,0.9681435,0.8681027,1.4701468,0.7241668,1.041031,1.1587789,0.8275095,1.0512748
0.3438527,1.1481245,1.6124926,0.9555341,0.8827373,1.4820428,0.7250605,1.0348128,1.1708643,0.8173165,1.0282137
0.3308077,1.1547304,1.6137938,0.9643078,0.8636305,1.5106391,0.7226124,1.0088028,1.168125,0.8180166,1.0522978
0.3354651,1.1460656,1.6064856,0.9613509,0.8657084,1.5100192,0.7225344,1.0265342,1.1478574,0.8199219,1.0343361
0.3426765,1.1552929,1.5929509,0.9636297,0.8531729,1.5021871,0.7263864,1.0341196,1.1575148,0.7903173,1.0195295
0.3340984,1.1534271,1.5921196,0.9522454,0.856993,1.5019675,0.7160779,1.0194081,1.1675668,0.7847404,1.0357666
0.3403254,1.1581624,1.6146173,0.9670327,0.8258705,1.4756839,0.7305492,1.0286363,1.1587558,0.7965581,1.0315609
0.3338127,1.1719595,1.6084951,0.9735283,0.8583928,1.4585156,0.7150837,1.0303632,1.1369797,0.8042027,1.0506893
0.3488272,1.1743983,1.5907258,0.9534335,0.8641664,1.4468421,0.7146542,1.0293945,1.1443057,0.8103104,1.0507106
0.3385347,1.1668237,1.5933971,0.9582297,0.8718785,1.4466337,0.7445384,1.0128765,1.1510016,0.8061893,1.0473778
0.3379464,1.1622245,1.5746683,0.9521388,0.8671677,1.4555531,0.7304934,1.0246805,1.1626627,0.8045053,1.0705519
0.3346933,1.1610593,1.5848459,0.9595882,0.8905173,1.4527357,0.7324918,1.0510254,1.1626654,0.8121035,1.0744145
0.3465282,1.1553247,1.6078292,0.9552438,0.8899038,1.4033644,0.7302238,1.0414333,1.1490079,0.8086929,1.0668869
0.3391236,1.1477851,1.6177733,0.9595143,0.8866069,1.4036493,0.7301193,1.0349392,1.1610038,0.8077427,1.0516595
0.3420827,1.1652378,1.6272248,0.9647353,0.8713436,1.4000533,0.740462,1.0266188,1.1701937,0.7959108,1.0351518
0.3371635,1.1575146,1.5973672,0.9751939,0.8637877,1.3904691,0.7653213,1.0380149,1.1481608,0.7883797,1.0372723
0.3396629,1.1799306,1.5946974,0.9596165,0.8700624,1.4039581,0.7822576,1.0379884,1.1504444,0.8090578,1.0490829
0.3278379,1.1715976,1.6155543,0.9530704,0.8707049,1.4235668,0.7621819,1.0520743,1.1607354,0.7945654,1.0153859
0.3288703,1.1574233,1.6277686,0.9493636,0.8712415,1.4313118,0.7737066,1.0591404,1.1680386,0.7888242,1.0277091
0.3368392,1.1597607,1.632964,0.9520618,0.8666515,1.4100047,0.7869344,1.0653702,1.1630505,0.8021826,1.0070022
0.337859,1.156516,1.6316096,0.9582863,0.8497248,1.4281944,0.7766814,1.0686764,1.1812655,0.8047091,1.0047497
0.3424876,1.1517107,1.6117654,0.9329776,0.8339895,1.4312447,0.7707967,1.0694356,1.1923994,0.7925543,1.0122048
0.3505279,1.1524162,1.6379548,0.9376512,0.8253715,1.4281771,0.7881737,1.0547736,1.1962249,0.7947597,1.0259387
0.3445975,1.1448091,1.6547871,0.937725,0.8421532,1.4450796,0.7720243,1.0384954,1.1792459,0.8038851,1.0366036
0.3496503,1.1449693,1.6196909,0.9552681,0.8515738,1.4348876,0.7573099,1.0306855,1.1935453,0.8047192,1.0156338
0.3531595,1.1304162,1.6282737,0.9544649,0.8413291,1.4154248,0.7698675,1.0249711,1.1810595,0.7902033,1.0123372
0.3554851,1.1258754,1.627452,0.9507191,0.8491536,1.4456263,0.7547046,1.0013217,1.1874719,0.7892641,1.0278267
0.3524888,1.1417855,1.6338842,0.9416443,0.8618618,1.4474381,0.729646,0.9855458,1.1644033,0.7814683,1.017277
0.3529168,1.1384106,1.6274775,0.9477357,0.8684057,1.444968,0.7384073,1.0013151,1.1703542,0.7981587,1.0168118
0.3511622,1.14976,1.6155823,0.9459547,0.8622991,1.4247375,0.7300315,1.0035169,1.1835752,0.7899294,1.0434176
