date,proportion,proportionCILow,proportionCIHigh,variant
1/9/20,null,null,null,20H (Nextstrain clade)
1/10/20,null,null,null,20H (Nextstrain clade)
1/11/20,null,null,null,20H (Nextstrain clade)
1/12/20,null,null,null,20H (Nextstrain clade)
1/13/20,null,null,null,20H (Nextstrain clade)
1/14/20,0,0,0.964145127,20H (Nextstrain clade)
1/15/20,0,0,0.964145127,20H (Nextstrain clade)
1/16/20,0,0,0.770709328,20H (Nextstrain clade)
1/17/20,0,0,0.749235247,20H (Nextstrain clade)
1/18/20,0,0,0.709687553,20H (Nextstrain clade)
1/19/20,0,0,0.641921119,20H (Nextstrain clade)
1/20/20,0,0,0.626954508,20H (Nextstrain clade)
1/21/20,0,0,0.641921119,20H (Nextstrain clade)
1/22/20,0,0,0.585968349,20H (Nextstrain clade)
1/23/20,0,0,0.641921119,20H (Nextstrain clade)
1/24/20,0,0,0.626954508,20H (Nextstrain clade)
1/25/20,0,0,0.626954508,20H (Nextstrain clade)
1/26/20,0,0,0.626954508,20H (Nextstrain clade)
1/27/20,0,0,0.641921119,20H (Nextstrain clade)
1/28/20,0,0,0.626954508,20H (Nextstrain clade)
1/29/20,0,0,0.691439065,20H (Nextstrain clade)
1/30/20,0,0,0.709687553,20H (Nextstrain clade)
1/31/20,0,0,0.749235247,20H (Nextstrain clade)
2/1/20,0,0,0.793450683,20H (Nextstrain clade)
2/2/20,0,0,0.899632694,20H (Nextstrain clade)
2/3/20,0,0,0.870509141,20H (Nextstrain clade)
2/4/20,0,0,0.899632694,20H (Nextstrain clade)
2/5/20,0,0,0.870509141,20H (Nextstrain clade)
2/6/20,0,0,0.9307724,20H (Nextstrain clade)
2/7/20,0,0,0.899632694,20H (Nextstrain clade)
2/8/20,0,0,0.870509141,20H (Nextstrain clade)
2/9/20,0,0,0.870509141,20H (Nextstrain clade)
2/10/20,0,0,0.899632694,20H (Nextstrain clade)
2/11/20,0,0,0.899632694,20H (Nextstrain clade)
2/12/20,0,0,0.9307724,20H (Nextstrain clade)
2/13/20,0,0,0.9307724,20H (Nextstrain clade)
2/14/20,0,0,0.728925381,20H (Nextstrain clade)
2/15/20,0,0,0.641921119,20H (Nextstrain clade)
2/16/20,0,0,0.641921119,20H (Nextstrain clade)
2/17/20,0,0,0.612669899,20H (Nextstrain clade)
2/18/20,0,0,0.508415654,20H (Nextstrain clade)
2/19/20,0,0,0.472668509,20H (Nextstrain clade)
2/20/20,0,2.97E-17,0.464503596,20H (Nextstrain clade)
2/21/20,0,2.97E-17,0.464503596,20H (Nextstrain clade)
2/22/20,0,0,0.472668509,20H (Nextstrain clade)
2/23/20,0,0,0.414395497,20H (Nextstrain clade)
2/24/20,0,0,0.374045518,20H (Nextstrain clade)
2/25/20,0,0,0.286400584,20H (Nextstrain clade)
2/26/20,0,0,0.192223681,20H (Nextstrain clade)
2/27/20,0,0,0.150316841,20H (Nextstrain clade)
2/28/20,0,0,0.105497231,20H (Nextstrain clade)
2/29/20,0,6.35E-18,0.084856554,20H (Nextstrain clade)
3/1/20,0,0,0.066413587,20H (Nextstrain clade)
3/2/20,0,0,0.049899239,20H (Nextstrain clade)
3/3/20,0,0,0.044528311,20H (Nextstrain clade)
3/4/20,0,0,0.040873402,20H (Nextstrain clade)
3/5/20,0,0,0.034657238,20H (Nextstrain clade)
3/6/20,0,0,0.029263791,20H (Nextstrain clade)
3/7/20,0,0,0.024970244,20H (Nextstrain clade)
3/8/20,0,0,0.021600468,20H (Nextstrain clade)
3/9/20,0,0,0.017645767,20H (Nextstrain clade)
3/10/20,0,0,0.01313069,20H (Nextstrain clade)
3/11/20,0,0,0.010683903,20H (Nextstrain clade)
3/12/20,0,0,0.008472319,20H (Nextstrain clade)
3/13/20,0,0,0.006807838,20H (Nextstrain clade)
3/14/20,0,4.31E-19,0.005910079,20H (Nextstrain clade)
3/15/20,0,0,0.005193276,20H (Nextstrain clade)
3/16/20,0,0,0.004828648,20H (Nextstrain clade)
3/17/20,0,0,0.004756896,20H (Nextstrain clade)
3/18/20,0,0,0.004804491,20H (Nextstrain clade)
3/19/20,0,0,0.005165344,20H (Nextstrain clade)
3/20/20,0,4.31E-19,0.005490162,20H (Nextstrain clade)
3/21/20,0,0,0.00547786,20H (Nextstrain clade)
3/22/20,0,0,0.005484563,20H (Nextstrain clade)
3/23/20,0,0,0.005465612,20H (Nextstrain clade)
3/24/20,0,0,0.005333359,20H (Nextstrain clade)
3/25/20,0,0,0.005262385,20H (Nextstrain clade)
3/26/20,0,0,0.005224555,20H (Nextstrain clade)
3/27/20,0,0,0.005012258,20H (Nextstrain clade)
3/28/20,0,0,0.005043279,20H (Nextstrain clade)
3/29/20,0,0,0.004945881,20H (Nextstrain clade)
3/30/20,0,0,0.004936801,20H (Nextstrain clade)
3/31/20,0,0,0.004932273,20H (Nextstrain clade)
4/1/20,0,4.32E-19,0.004970565,20H (Nextstrain clade)
4/2/20,0,0,0.005003863,20H (Nextstrain clade)
4/3/20,0,0,0.005134767,20H (Nextstrain clade)
4/4/20,0,4.31E-19,0.005297635,20H (Nextstrain clade)
4/5/20,0,0,0.005579009,20H (Nextstrain clade)
4/6/20,0,0,0.005806705,20H (Nextstrain clade)
4/7/20,0,0,0.006017201,20H (Nextstrain clade)
4/8/20,0,0,0.006128278,20H (Nextstrain clade)
4/9/20,0,0,0.006305018,20H (Nextstrain clade)
4/10/20,0,4.31E-19,0.006262436,20H (Nextstrain clade)
4/11/20,0,0,0.006302063,20H (Nextstrain clade)
4/12/20,0,0,0.006404123,20H (Nextstrain clade)
4/13/20,0,0,0.006611984,20H (Nextstrain clade)
4/14/20,0,0,0.006825117,20H (Nextstrain clade)
4/15/20,0,0,0.006955762,20H (Nextstrain clade)
4/16/20,0,0,0.006966574,20H (Nextstrain clade)
4/17/20,0,0,0.007269805,20H (Nextstrain clade)
4/18/20,0,0,0.007236546,20H (Nextstrain clade)
4/19/20,0,0,0.007530394,20H (Nextstrain clade)
4/20/20,0,0,0.007536726,20H (Nextstrain clade)
4/21/20,0,0,0.00747804,20H (Nextstrain clade)
4/22/20,0,0,0.007661269,20H (Nextstrain clade)
4/23/20,0,0,0.00780356,20H (Nextstrain clade)
4/24/20,0,0,0.007747353,20H (Nextstrain clade)
4/25/20,0,0,0.007879014,20H (Nextstrain clade)
4/26/20,0,0,0.007602784,20H (Nextstrain clade)
4/27/20,0,0,0.007244344,20H (Nextstrain clade)
4/28/20,0,0,0.007134782,20H (Nextstrain clade)
4/29/20,0,0,0.007087767,20H (Nextstrain clade)
4/30/20,0,0,0.00713289,20H (Nextstrain clade)
5/1/20,0,0,0.007136676,20H (Nextstrain clade)
5/2/20,0,4.31E-19,0.006995572,20H (Nextstrain clade)
5/3/20,0,0,0.007311314,20H (Nextstrain clade)
5/4/20,0.000283849,9.84E-06,0.008128502,20H (Nextstrain clade)
5/5/20,0.000294204,1.02E-05,0.008422711,20H (Nextstrain clade)
5/6/20,0.000292997,1.02E-05,0.008388431,20H (Nextstrain clade)
5/7/20,0.0002918,1.01E-05,0.00835443,20H (Nextstrain clade)
5/8/20,0.000301841,1.05E-05,0.008639588,20H (Nextstrain clade)
5/9/20,0.00031837,1.10E-05,0.009108668,20H (Nextstrain clade)
5/10/20,0.000314169,1.09E-05,0.008989486,20H (Nextstrain clade)
5/11/20,0,8.60E-19,0.00806088,20H (Nextstrain clade)
5/12/20,0,0,0.00802001,20H (Nextstrain clade)
5/13/20,0,0,0.008335749,20H (Nextstrain clade)
5/14/20,0,0,0.008429823,20H (Nextstrain clade)
5/15/20,0,0,0.008822566,20H (Nextstrain clade)
5/16/20,0,0,0.008919135,20H (Nextstrain clade)
5/17/20,0,0,0.009187298,20H (Nextstrain clade)
5/18/20,0,0,0.009904714,20H (Nextstrain clade)
5/19/20,0,0,0.010011657,20H (Nextstrain clade)
5/20/20,0,8.59E-19,0.010049071,20H (Nextstrain clade)
5/21/20,0,0,0.010056588,20H (Nextstrain clade)
5/22/20,0,0,0.010882803,20H (Nextstrain clade)
5/23/20,0,0,0.010529118,20H (Nextstrain clade)
5/24/20,0,0,0.01043514,20H (Nextstrain clade)
5/25/20,0,0,0.011107572,20H (Nextstrain clade)
5/26/20,0,0,0.011385039,20H (Nextstrain clade)
5/27/20,0,0,0.011289442,20H (Nextstrain clade)
5/28/20,0,0,0.011270515,20H (Nextstrain clade)
5/29/20,0,0,0.010471714,20H (Nextstrain clade)
5/30/20,0,0,0.011121353,20H (Nextstrain clade)
5/31/20,0,0,0.01117218,20H (Nextstrain clade)
6/1/20,0,8.58E-19,0.010799758,20H (Nextstrain clade)
6/2/20,0,0,0.010830206,20H (Nextstrain clade)
6/3/20,0,0,0.010944816,20H (Nextstrain clade)
6/4/20,0,0,0.01105733,20H (Nextstrain clade)
6/5/20,0,8.58E-19,0.010786761,20H (Nextstrain clade)
6/6/20,0,0,0.01053737,20H (Nextstrain clade)
6/7/20,0,0,0.010570508,20H (Nextstrain clade)
6/8/20,0,0,0.010483962,20H (Nextstrain clade)
6/9/20,0,0,0.010747958,20H (Nextstrain clade)
6/10/20,0,0,0.009915671,20H (Nextstrain clade)
6/11/20,0,0,0.009573251,20H (Nextstrain clade)
6/12/20,0,0,0.00880235,20H (Nextstrain clade)
6/13/20,0,0,0.00820101,20H (Nextstrain clade)
6/14/20,0,0,0.00809729,20H (Nextstrain clade)
6/15/20,0,0,0.007383586,20H (Nextstrain clade)
6/16/20,0,0,0.006748043,20H (Nextstrain clade)
6/17/20,0,0,0.006705972,20H (Nextstrain clade)
6/18/20,0,0,0.006348184,20H (Nextstrain clade)
6/19/20,0,0,0.00615493,20H (Nextstrain clade)
6/20/20,0,0,0.006103241,20H (Nextstrain clade)
6/21/20,0,4.31E-19,0.005645776,20H (Nextstrain clade)
6/22/20,0,4.31E-19,0.005582484,20H (Nextstrain clade)
6/23/20,0,0,0.00553993,20H (Nextstrain clade)
6/24/20,0,0,0.005568611,20H (Nextstrain clade)
6/25/20,0,0,0.005681562,20H (Nextstrain clade)
6/26/20,0,0,0.005601089,20H (Nextstrain clade)
6/27/20,0,4.31E-19,0.005508156,20H (Nextstrain clade)
6/28/20,0,0,0.0054281,20H (Nextstrain clade)
6/29/20,0,4.31E-19,0.00527167,20H (Nextstrain clade)
6/30/20,0,0,0.005414983,20H (Nextstrain clade)
7/1/20,0,0,0.005468947,20H (Nextstrain clade)
7/2/20,0,0,0.005489041,20H (Nextstrain clade)
7/3/20,0,0,0.005503646,20H (Nextstrain clade)
7/4/20,0,0,0.005124981,20H (Nextstrain clade)
7/5/20,0,0,0.004833856,20H (Nextstrain clade)
7/6/20,0,0,0.004618811,20H (Nextstrain clade)
7/7/20,0,0,0.004326043,20H (Nextstrain clade)
7/8/20,0,0,0.004256201,20H (Nextstrain clade)
7/9/20,0,0,0.004222119,20H (Nextstrain clade)
7/10/20,0,0,0.004112351,20H (Nextstrain clade)
7/11/20,0,0,0.004167158,20H (Nextstrain clade)
7/12/20,0,0,0.00428332,20H (Nextstrain clade)
7/13/20,0,0,0.004564711,20H (Nextstrain clade)
7/14/20,0,0,0.004633934,20H (Nextstrain clade)
7/15/20,0,0,0.00459121,20H (Nextstrain clade)
7/16/20,0,0,0.004574807,20H (Nextstrain clade)
7/17/20,0,0,0.00469543,20H (Nextstrain clade)
7/18/20,0,0,0.004706113,20H (Nextstrain clade)
7/19/20,0,4.32E-19,0.004876813,20H (Nextstrain clade)
7/20/20,0,0,0.004867103,20H (Nextstrain clade)
7/21/20,0,0,0.005057507,20H (Nextstrain clade)
7/22/20,0,4.31E-19,0.005124004,20H (Nextstrain clade)
7/23/20,0,0,0.005280988,20H (Nextstrain clade)
7/24/20,0,0,0.005268572,20H (Nextstrain clade)
7/25/20,0,4.31E-19,0.005582484,20H (Nextstrain clade)
7/26/20,0,0,0.005781734,20H (Nextstrain clade)
7/27/20,0,0,0.005906185,20H (Nextstrain clade)
7/28/20,0,0,0.005965143,20H (Nextstrain clade)
7/29/20,0,0,0.005975748,20H (Nextstrain clade)
7/30/20,0,0,0.006036111,20H (Nextstrain clade)
7/31/20,0,0,0.006252243,20H (Nextstrain clade)
8/1/20,0,0,0.006281453,20H (Nextstrain clade)
8/2/20,0,0,0.006339205,20H (Nextstrain clade)
8/3/20,0,4.31E-19,0.00651112,20H (Nextstrain clade)
8/4/20,0,0,0.006620123,20H (Nextstrain clade)
8/5/20,0,0,0.006828583,20H (Nextstrain clade)
8/6/20,0,0,0.00676502,20H (Nextstrain clade)
8/7/20,0,0,0.007034,20H (Nextstrain clade)
8/8/20,0,4.31E-19,0.007138571,20H (Nextstrain clade)
8/9/20,0,0,0.007269805,20H (Nextstrain clade)
8/10/20,0,0,0.007379534,20H (Nextstrain clade)
8/11/20,0,0,0.007486368,20H (Nextstrain clade)
8/12/20,0,0,0.007560034,20H (Nextstrain clade)
8/13/20,0,0,0.007609238,20H (Nextstrain clade)
8/14/20,0,0,0.007617861,20H (Nextstrain clade)
8/15/20,0,0,0.007879014,20H (Nextstrain clade)
8/16/20,0,0,0.007996161,20H (Nextstrain clade)
8/17/20,0,0,0.0081095,20H (Nextstrain clade)
8/18/20,0,0,0.008356473,20H (Nextstrain clade)
8/19/20,0,0,0.008206015,20H (Nextstrain clade)
8/20/20,0,0,0.00826148,20H (Nextstrain clade)
8/21/20,0,8.60E-19,0.008427182,20H (Nextstrain clade)
8/22/20,0,0,0.008281836,20H (Nextstrain clade)
8/23/20,0,0,0.007560034,20H (Nextstrain clade)
8/24/20,0,0,0.0073533,20H (Nextstrain clade)
8/25/20,0,0,0.007165201,20H (Nextstrain clade)
8/26/20,0,4.31E-19,0.007170933,20H (Nextstrain clade)
8/27/20,0,0,0.007110257,20H (Nextstrain clade)
8/28/20,0,0,0.006919962,20H (Nextstrain clade)
8/29/20,0,0,0.006818195,20H (Nextstrain clade)
8/30/20,0,0,0.007217124,20H (Nextstrain clade)
8/31/20,0,0,0.007323261,20H (Nextstrain clade)
9/1/20,0,0,0.007313303,20H (Nextstrain clade)
9/2/20,0,0,0.007363368,20H (Nextstrain clade)
9/3/20,0,0,0.007422309,20H (Nextstrain clade)
9/4/20,0,0,0.008382522,20H (Nextstrain clade)
9/5/20,0,0,0.008369477,20H (Nextstrain clade)
9/6/20,0,4.30E-19,0.007680964,20H (Nextstrain clade)
9/7/20,0,0,0.007513561,20H (Nextstrain clade)
9/8/20,0,0,0.007281617,20H (Nextstrain clade)
9/9/20,0,0,0.007265877,20H (Nextstrain clade)
9/10/20,0,4.30E-19,0.007337249,20H (Nextstrain clade)
9/11/20,0,0,0.006493824,20H (Nextstrain clade)
9/12/20,0,0,0.006414818,20H (Nextstrain clade)
9/13/20,0,0,0.006565169,20H (Nextstrain clade)
9/14/20,0,0,0.006620123,20H (Nextstrain clade)
9/15/20,0,0,0.006759918,20H (Nextstrain clade)
9/16/20,0,4.31E-19,0.006792361,20H (Nextstrain clade)
9/17/20,0,0,0.006748043,20H (Nextstrain clade)
9/18/20,0,0,0.006990117,20H (Nextstrain clade)
9/19/20,0,0,0.007163292,20H (Nextstrain clade)
9/20/20,0,0,0.006881005,20H (Nextstrain clade)
9/21/20,0,4.31E-19,0.006727783,20H (Nextstrain clade)
9/22/20,0,4.31E-19,0.006671035,20H (Nextstrain clade)
9/23/20,0,0,0.006470385,20H (Nextstrain clade)
9/24/20,0,0,0.006459505,20H (Nextstrain clade)
9/25/20,0,0,0.006307977,20H (Nextstrain clade)
9/26/20,0,0,0.006122697,20H (Nextstrain clade)
9/27/20,0,4.31E-19,0.00647506,20H (Nextstrain clade)
9/28/20,0,0,0.006457954,20H (Nextstrain clade)
9/29/20,0,0,0.006272662,20H (Nextstrain clade)
9/30/20,0,0,0.00638739,20H (Nextstrain clade)
10/1/20,0,0,0.006227627,20H (Nextstrain clade)
10/2/20,0,0,0.005818012,20H (Nextstrain clade)
10/3/20,0,4.31E-19,0.005671975,20H (Nextstrain clade)
10/4/20,0,0,0.005390019,20H (Nextstrain clade)
10/5/20,0,0,0.004883899,20H (Nextstrain clade)
10/6/20,0,0,0.004735117,20H (Nextstrain clade)
10/7/20,0,0,0.004611682,20H (Nextstrain clade)
10/8/20,0,0,0.004666908,20H (Nextstrain clade)
10/9/20,0,4.32E-19,0.004899025,20H (Nextstrain clade)
10/10/20,0,0,0.004822586,20H (Nextstrain clade)
10/11/20,0,0,0.004809648,20H (Nextstrain clade)
10/12/20,0,0,0.005012258,20H (Nextstrain clade)
10/13/20,0,4.32E-19,0.004886561,20H (Nextstrain clade)
10/14/20,0,0,0.004755214,20H (Nextstrain clade)
10/15/20,0,0,0.00469625,20H (Nextstrain clade)
10/16/20,0,0,0.004224772,20H (Nextstrain clade)
10/17/20,0,0,0.004128134,20H (Nextstrain clade)
10/18/20,0,0,0.004108581,20H (Nextstrain clade)
10/19/20,0,4.32E-19,0.003986753,20H (Nextstrain clade)
10/20/20,0,0,0.004058967,20H (Nextstrain clade)
10/21/20,0,0,0.004102313,20H (Nextstrain clade)
10/22/20,0,0,0.004063874,20H (Nextstrain clade)
10/23/20,0,4.32E-19,0.003924495,20H (Nextstrain clade)
10/24/20,0,0,0.003845914,20H (Nextstrain clade)
10/25/20,0,0,0.003732217,20H (Nextstrain clade)
10/26/20,0,0,0.003656597,20H (Nextstrain clade)
10/27/20,0,0,0.003561669,20H (Nextstrain clade)
10/28/20,0,0,0.003581594,20H (Nextstrain clade)
10/29/20,0,0,0.003482786,20H (Nextstrain clade)
10/30/20,0,0,0.003415979,20H (Nextstrain clade)
10/31/20,0,0,0.003232428,20H (Nextstrain clade)
11/1/20,0,0,0.002898936,20H (Nextstrain clade)
11/2/20,0,0,0.00267195,20H (Nextstrain clade)
11/3/20,0,0,0.00248113,20H (Nextstrain clade)
11/4/20,0,0,0.002408462,20H (Nextstrain clade)
11/5/20,0,0,0.002413,20H (Nextstrain clade)
11/6/20,0,2.16E-19,0.002357779,20H (Nextstrain clade)
11/7/20,0,0,0.002359641,20H (Nextstrain clade)
11/8/20,0,0,0.002482963,20H (Nextstrain clade)
11/9/20,0,0,0.002648528,20H (Nextstrain clade)
11/10/20,0,2.16E-19,0.002811934,20H (Nextstrain clade)
11/11/20,0,2.16E-19,0.00284255,20H (Nextstrain clade)
11/12/20,0,0,0.002820487,20H (Nextstrain clade)
11/13/20,0,0,0.002856136,20H (Nextstrain clade)
11/14/20,0,0,0.002800804,20H (Nextstrain clade)
11/15/20,0,0,0.002815172,20H (Nextstrain clade)
11/16/20,0,0,0.002900499,20H (Nextstrain clade)
11/17/20,0,0,0.002926064,20H (Nextstrain clade)
11/18/20,0,0,0.003015987,20H (Nextstrain clade)
11/19/20,0,2.16E-19,0.003107297,20H (Nextstrain clade)
11/20/20,0,2.16E-19,0.003209664,20H (Nextstrain clade)
11/21/20,0,0,0.003334645,20H (Nextstrain clade)
11/22/20,0,0,0.003497281,20H (Nextstrain clade)
11/23/20,0,0,0.003973792,20H (Nextstrain clade)
11/24/20,0,0,0.004158136,20H (Nextstrain clade)
11/25/20,0,0,0.004124968,20H (Nextstrain clade)
11/26/20,0,0,0.00405958,20H (Nextstrain clade)
11/27/20,0,0,0.003526173,20H (Nextstrain clade)
11/28/20,0,0,0.003171431,20H (Nextstrain clade)
11/29/20,0,2.16E-19,0.002888659,20H (Nextstrain clade)
11/30/20,0,0,0.002530155,20H (Nextstrain clade)
12/1/20,0,0,0.002433087,20H (Nextstrain clade)
12/2/20,0,0,0.002447259,20H (Nextstrain clade)
12/3/20,0,0,0.002470416,20H (Nextstrain clade)
12/4/20,0,0,0.002725021,20H (Nextstrain clade)
12/5/20,0,0,0.00299616,20H (Nextstrain clade)
12/6/20,0,0,0.002895814,20H (Nextstrain clade)
12/7/20,0,0,0.002507271,20H (Nextstrain clade)
12/8/20,0,0,0.002167186,20H (Nextstrain clade)
12/9/20,0,1.08E-19,0.001943933,20H (Nextstrain clade)
12/10/20,0,0,0.00187455,20H (Nextstrain clade)
12/11/20,0,0,0.001719445,20H (Nextstrain clade)
12/12/20,0,1.08E-19,0.00156777,20H (Nextstrain clade)
12/13/20,0,0,0.001562214,20H (Nextstrain clade)
12/14/20,0,1.08E-19,0.001719225,20H (Nextstrain clade)
12/15/20,0,0,0.001915818,20H (Nextstrain clade)
12/16/20,0,0,0.00203839,20H (Nextstrain clade)
12/17/20,0,0,0.002062308,20H (Nextstrain clade)
12/18/20,0,0,0.002220517,20H (Nextstrain clade)
12/19/20,0,0,0.00252327,20H (Nextstrain clade)
12/20/20,0,0,0.002765376,20H (Nextstrain clade)
12/21/20,0,0,0.002820783,20H (Nextstrain clade)
12/22/20,0,0,0.003145094,20H (Nextstrain clade)
12/23/20,0,0,0.00277852,20H (Nextstrain clade)
12/24/20,0,2.16E-19,0.002538755,20H (Nextstrain clade)
12/25/20,0,0,0.002325561,20H (Nextstrain clade)
12/26/20,0,0,0.002129599,20H (Nextstrain clade)
12/27/20,0,2.16E-19,0.002038081,20H (Nextstrain clade)
12/28/20,0,0,0.001971005,20H (Nextstrain clade)
12/29/20,7.11E-05,2.46E-06,0.002047231,20H (Nextstrain clade)
12/30/20,0.00022119,2.03E-05,0.002399851,20H (Nextstrain clade)
12/31/20,0.000294204,3.42E-05,0.002526961,20H (Nextstrain clade)
1/1/21,0.000251683,2.92E-05,0.002162367,20H (Nextstrain clade)
1/2/21,0.000280804,3.88E-05,0.002029875,20H (Nextstrain clade)
1/3/21,0.000368945,6.51E-05,0.002086998,20H (Nextstrain clade)
1/4/21,0.000346964,6.13E-05,0.001962828,20H (Nextstrain clade)
1/5/21,0.000322432,5.69E-05,0.001824224,20H (Nextstrain clade)
1/6/21,0.000223984,3.09E-05,0.001619639,20H (Nextstrain clade)
1/7/21,0.000228258,3.15E-05,0.001650507,20H (Nextstrain clade)
1/8/21,0.000294363,4.66E-05,0.001858907,20H (Nextstrain clade)
1/9/21,0.000307771,4.87E-05,0.001943461,20H (Nextstrain clade)
1/10/21,0.000204228,2.37E-05,0.001755213,20H (Nextstrain clade)
1/11/21,0.000344794,6.09E-05,0.001950566,20H (Nextstrain clade)
1/12/21,0.000279395,4.42E-05,0.001764504,20H (Nextstrain clade)
1/13/21,0.000272504,4.31E-05,0.001721042,20H (Nextstrain clade)
1/14/21,0.00026551,4.20E-05,0.001676924,20H (Nextstrain clade)
1/15/21,0.000222301,3.07E-05,0.001607484,20H (Nextstrain clade)
1/16/21,0.000252058,3.99E-05,0.001592063,20H (Nextstrain clade)
1/17/21,0.000337169,6.52E-05,0.00174036,20H (Nextstrain clade)
1/18/21,0.000345378,6.68E-05,0.001782686,20H (Nextstrain clade)
1/19/21,0.000366519,7.09E-05,0.001891662,20H (Nextstrain clade)
1/20/21,0.000442174,9.25E-05,0.002110025,20H (Nextstrain clade)
1/21/21,0.000402678,7.79E-05,0.002078024,20H (Nextstrain clade)
1/22/21,0.000464828,9.73E-05,0.002217974,20H (Nextstrain clade)
1/23/21,0.000692161,0.000173482,0.002757325,20H (Nextstrain clade)
1/24/21,0.000804644,0.00022069,0.002929233,20H (Nextstrain clade)
1/25/21,0.000796314,0.000218405,0.002898959,20H (Nextstrain clade)
1/26/21,0.001116445,0.000370665,0.003357702,20H (Nextstrain clade)
1/27/21,0.001143044,0.000388812,0.003355447,20H (Nextstrain clade)
1/28/21,0.001114058,0.000378951,0.003270496,20H (Nextstrain clade)
1/29/21,0.001398881,0.000544128,0.003591514,20H (Nextstrain clade)
1/30/21,0.001299364,0.00050541,0.003336388,20H (Nextstrain clade)
1/31/21,0.001309669,0.000517289,0.003311787,20H (Nextstrain clade)
2/1/21,0.00119277,0.000448835,0.003165855,20H (Nextstrain clade)
2/2/21,0.00114932,0.000424802,0.00310569,20H (Nextstrain clade)
2/3/21,0.001062356,0.000377628,0.002984949,20H (Nextstrain clade)
2/4/21,0.001129731,0.000409725,0.003111059,20H (Nextstrain clade)
2/5/21,0.001058405,0.000368286,0.003037787,20H (Nextstrain clade)
2/6/21,0.001003776,0.000341432,0.002947215,20H (Nextstrain clade)
2/7/21,0.00107799,0.000383186,0.003028815,20H (Nextstrain clade)
2/8/21,0.001269669,0.000493857,0.003260248,20H (Nextstrain clade)
2/9/21,0.001480352,0.000617534,0.003544421,20H (Nextstrain clade)
2/10/21,0.001638401,0.000715628,0.003746588,20H (Nextstrain clade)
2/11/21,0.001675707,0.000739578,0.003792254,20H (Nextstrain clade)
2/12/21,0.001765345,0.000786994,0.003955116,20H (Nextstrain clade)
2/13/21,0.002299401,0.001106295,0.004773087,20H (Nextstrain clade)
2/14/21,0.00242363,0.001166089,0.005030507,20H (Nextstrain clade)
2/15/21,0.00271971,0.001336333,0.005527236,20H (Nextstrain clade)
2/16/21,0.002693675,0.001314583,0.005511548,20H (Nextstrain clade)
2/17/21,0.002892186,0.001448755,0.005765439,20H (Nextstrain clade)
2/18/21,0.003408607,0.001803096,0.006434478,20H (Nextstrain clade)
2/19/21,0.003983858,0.002226004,0.007119965,20H (Nextstrain clade)
2/20/21,0.004053211,0.002273049,0.007217442,20H (Nextstrain clade)
2/21/21,0.004113763,0.002331461,0.007248661,20H (Nextstrain clade)
2/22/21,0.004384884,0.002549415,0.007531835,20H (Nextstrain clade)
2/23/21,0.004522492,0.002667334,0.007658023,20H (Nextstrain clade)
2/24/21,0.004673789,0.002786163,0.00783024,20H (Nextstrain clade)
2/25/21,0.004402992,0.002589627,0.007476632,20H (Nextstrain clade)
2/26/21,0.004267492,0.002495689,0.007287988,20H (Nextstrain clade)
2/27/21,0.004352408,0.002573959,0.007350599,20H (Nextstrain clade)
2/28/21,0.004543632,0.002735838,0.007536957,20H (Nextstrain clade)
3/1/21,0.004419985,0.002661338,0.007332226,20H (Nextstrain clade)
3/2/21,0.004413025,0.00266358,0.007303096,20H (Nextstrain clade)
3/3/21,0.004750899,0.002920271,0.007720205,20H (Nextstrain clade)
3/4/21,0.004882771,0.003032805,0.007852303,20H (Nextstrain clade)
3/5/21,0.005434116,0.003481694,0.008472086,20H (Nextstrain clade)
3/6/21,0.005924123,0.003872543,0.009052701,20H (Nextstrain clade)
3/7/21,0.005807533,0.003774084,0.008926775,20H (Nextstrain clade)
3/8/21,0.006224494,0.004097647,0.009444793,20H (Nextstrain clade)
3/9/21,0.006238402,0.00414495,0.009379216,20H (Nextstrain clade)
3/10/21,0.006360833,0.004263111,0.009480938,20H (Nextstrain clade)
3/11/21,0.006241624,0.004173051,0.009325981,20H (Nextstrain clade)
3/12/21,0.005708021,0.003757383,0.008662524,20H (Nextstrain clade)
3/13/21,0.005904727,0.00394763,0.008823491,20H (Nextstrain clade)
3/14/21,0.006301042,0.004290185,0.009245658,20H (Nextstrain clade)
3/15/21,0.006269804,0.004299841,0.009134022,20H (Nextstrain clade)
3/16/21,0.006780344,0.004720969,0.009729274,20H (Nextstrain clade)
3/17/21,0.006566356,0.004559565,0.009448009,20H (Nextstrain clade)
3/18/21,0.006755235,0.004736016,0.009627029,20H (Nextstrain clade)
3/19/21,0.007143534,0.005072425,0.01005175,20H (Nextstrain clade)
3/20/21,0.006681585,0.004692135,0.009506497,20H (Nextstrain clade)
3/21/21,0.006909836,0.004906343,0.009723455,20H (Nextstrain clade)
3/22/21,0.006935063,0.004942493,0.009723088,20H (Nextstrain clade)
3/23/21,0.006835557,0.004860805,0.00960483,20H (Nextstrain clade)
3/24/21,0.007080594,0.005071471,0.009877751,20H (Nextstrain clade)
3/25/21,0.007248755,0.005209822,0.010077567,20H (Nextstrain clade)
3/26/21,0.007611055,0.005540408,0.010447446,20H (Nextstrain clade)
3/27/21,0.007940122,0.005833433,0.010799356,20H (Nextstrain clade)
3/28/21,0.007947314,0.00586078,0.010768643,20H (Nextstrain clade)
3/29/21,0.008262048,0.006169226,0.011056931,20H (Nextstrain clade)
